replica,network,population,true_model,sigma,base_SS,modelcompare,first_row
34,None,Rey,7,0.2,100,BIC,542
35,None,Rey,7,0.2,100,BIC,3444
36,None,Rey,7,0.2,100,BIC,1105
37,None,Rey,7,0.2,100,BIC,1574
38,None,Rey,7,0.2,100,BIC,3260
39,None,Rey,7,0.2,100,BIC,8243
40,None,Rey,7,0.2,100,BIC,546
41,None,Rey,7,0.2,100,BIC,3655
42,None,Rey,7,0.2,100,BIC,2622
43,None,Rey,7,0.2,100,BIC,7389
44,None,Rey,7,0.2,100,BIC,Inf
45,None,Rey,7,0.2,100,BIC,1
46,None,Rey,7,0.2,100,BIC,2631
47,None,Rey,7,0.2,100,BIC,370
48,None,Rey,7,0.2,100,BIC,1268
49,None,Rey,7,0.2,100,BIC,5044
50,None,Rey,7,0.2,100,BIC,1672
1,None,Rey,13,0.5,100,AIC,1322
2,None,Rey,13,0.5,100,AIC,763
3,None,Rey,13,0.5,100,AIC,957
4,None,Rey,13,0.5,100,AIC,241
5,None,Rey,13,0.5,100,AIC,1463
6,None,Rey,13,0.5,100,AIC,7059
7,None,Rey,13,0.5,100,AIC,8349
8,None,Rey,13,0.5,100,AIC,1193
9,None,Rey,13,0.5,100,AIC,356
10,None,Rey,13,0.5,100,AIC,1706
11,None,Rey,13,0.5,100,AIC,5714
12,None,Rey,13,0.5,100,AIC,1
13,None,Rey,13,0.5,100,AIC,357
14,None,Rey,13,0.5,100,AIC,1323
15,None,Rey,13,0.5,100,AIC,1729
16,None,Rey,13,0.5,100,AIC,871
17,None,Rey,13,0.5,100,AIC,1
18,None,Rey,13,0.5,100,AIC,1
19,None,Rey,13,0.5,100,AIC,1
20,None,Rey,13,0.5,100,AIC,287
21,None,Rey,13,0.5,100,AIC,Inf
22,None,Rey,13,0.5,100,AIC,118
23,None,Rey,13,0.5,100,AIC,402
24,None,Rey,13,0.5,100,AIC,6556
25,None,Rey,13,0.5,100,AIC,1344
26,None,Rey,13,0.5,100,AIC,786
27,None,Rey,13,0.5,100,AIC,1844
28,None,Rey,13,0.5,100,AIC,523
29,None,Rey,13,0.5,100,AIC,874
30,None,Rey,13,0.5,100,AIC,2135
31,None,Rey,13,0.5,100,AIC,4514
32,None,Rey,13,0.5,100,AIC,Inf
33,None,Rey,13,0.5,100,AIC,4602
34,None,Rey,13,0.5,100,AIC,1193
35,None,Rey,13,0.5,100,AIC,129
36,None,Rey,13,0.5,100,AIC,8610
37,None,Rey,13,0.5,100,AIC,7584
38,None,Rey,13,0.5,100,AIC,2490
39,None,Rey,13,0.5,100,AIC,166
40,None,Rey,13,0.5,100,AIC,2409
41,None,Rey,13,0.5,100,AIC,568
42,None,Rey,13,0.5,100,AIC,34
43,None,Rey,13,0.5,100,AIC,1
44,None,Rey,13,0.5,100,AIC,180
45,None,Rey,13,0.5,100,AIC,2102
46,None,Rey,13,0.5,100,AIC,289
47,None,Rey,13,0.5,100,AIC,54
48,None,Rey,13,0.5,100,AIC,292
49,None,Rey,13,0.5,100,AIC,314
50,None,Rey,13,0.5,100,AIC,4412
1,None,Rey,2,0.5,100,AIC,7462
2,None,Rey,2,0.5,100,AIC,3726
3,None,Rey,2,0.5,100,AIC,1057
4,None,Rey,2,0.5,100,AIC,1063
5,None,Rey,2,0.5,100,AIC,1
6,None,Rey,2,0.5,100,AIC,792
7,None,Rey,2,0.5,100,AIC,308
8,None,Rey,2,0.5,100,AIC,52
9,None,Rey,2,0.5,100,AIC,378
10,None,Rey,2,0.5,100,AIC,2643
11,None,Rey,2,0.5,100,AIC,1790
12,None,Rey,2,0.5,100,AIC,388
13,None,Rey,2,0.5,100,AIC,1
14,None,Rey,2,0.5,100,AIC,1420
15,None,Rey,2,0.5,100,AIC,1332
16,None,Rey,2,0.5,100,AIC,1
17,None,Rey,2,0.5,100,AIC,837
18,None,Rey,2,0.5,100,AIC,5
19,None,Rey,2,0.5,100,AIC,2046
20,None,Rey,2,0.5,100,AIC,326
21,None,Rey,2,0.5,100,AIC,5422
22,None,Rey,2,0.5,100,AIC,5189
23,None,Rey,2,0.5,100,AIC,699
24,None,Rey,2,0.5,100,AIC,6
25,None,Rey,2,0.5,100,AIC,1066
26,None,Rey,2,0.5,100,AIC,3053
27,None,Rey,2,0.5,100,AIC,311
28,None,Rey,2,0.5,100,AIC,43
29,None,Rey,2,0.5,100,AIC,954
30,None,Rey,2,0.5,100,AIC,1
31,None,Rey,2,0.5,100,AIC,924
32,None,Rey,2,0.5,100,AIC,15
33,None,Rey,2,0.5,100,AIC,46
34,None,Rey,2,0.5,100,AIC,52
35,None,Rey,2,0.5,100,AIC,4556
36,None,Rey,2,0.5,100,AIC,3
37,None,Rey,2,0.5,100,AIC,564
38,None,Rey,2,0.5,100,AIC,585
39,None,Rey,2,0.5,100,AIC,2732
40,None,Rey,2,0.5,100,AIC,1308
41,None,Rey,2,0.5,100,AIC,321
42,None,Rey,2,0.5,100,AIC,37
43,None,Rey,2,0.5,100,AIC,577
44,None,Rey,2,0.5,100,AIC,1624
45,None,Rey,2,0.5,100,AIC,918
46,None,Rey,2,0.5,100,AIC,346
47,None,Rey,2,0.5,100,AIC,3211
48,None,Rey,2,0.5,100,AIC,198
49,None,Rey,2,0.5,100,AIC,482
50,None,Rey,2,0.5,100,AIC,615
1,None,Rey,7,0.5,100,AIC,6387
2,None,Rey,7,0.5,100,AIC,3161
3,None,Rey,7,0.5,100,AIC,7078
4,None,Rey,7,0.5,100,AIC,990
5,None,Rey,7,0.5,100,AIC,1576
6,None,Rey,7,0.5,100,AIC,6140
7,None,Rey,7,0.5,100,AIC,9555
8,None,Rey,7,0.5,100,AIC,3807
9,None,Rey,7,0.5,100,AIC,18
10,None,Rey,7,0.5,100,AIC,140
11,None,Rey,7,0.5,100,AIC,4
12,None,Rey,7,0.5,100,AIC,918
13,None,Rey,7,0.5,100,AIC,Inf
14,None,Rey,7,0.5,100,AIC,1651
15,None,Rey,7,0.5,100,AIC,3103
16,None,Rey,7,0.5,100,AIC,43
17,None,Rey,7,0.5,100,AIC,568
18,None,Rey,7,0.5,100,AIC,1
19,None,Rey,7,0.5,100,AIC,283
20,None,Rey,7,0.5,100,AIC,22
21,None,Rey,7,0.5,100,AIC,Inf
22,None,Rey,7,0.5,100,AIC,82
23,None,Rey,7,0.5,100,AIC,1125
24,None,Rey,7,0.5,100,AIC,1056
25,None,Rey,7,0.5,100,AIC,8
26,None,Rey,7,0.5,100,AIC,2887
27,None,Rey,7,0.5,100,AIC,60
28,None,Rey,7,0.5,100,AIC,143
29,None,Rey,7,0.5,100,AIC,4654
30,None,Rey,7,0.5,100,AIC,7917
31,None,Rey,7,0.5,100,AIC,19
32,None,Rey,7,0.5,100,AIC,2060
33,None,Rey,7,0.5,100,AIC,415
34,None,Rey,7,0.5,100,AIC,3807
35,None,Rey,7,0.5,100,AIC,682
36,None,Rey,7,0.5,100,AIC,1105
37,None,Rey,7,0.5,100,AIC,6521
38,None,Rey,7,0.5,100,AIC,7230
39,None,Rey,7,0.5,100,AIC,2145
40,None,Rey,7,0.5,100,AIC,546
41,None,Rey,7,0.5,100,AIC,Inf
42,None,Rey,7,0.5,100,AIC,202
43,None,Rey,7,0.5,100,AIC,3638
44,None,Rey,7,0.5,100,AIC,Inf
45,None,Rey,7,0.5,100,AIC,1
46,None,Rey,7,0.5,100,AIC,2631
47,None,Rey,7,0.5,100,AIC,370
48,None,Rey,7,0.5,100,AIC,1268
49,None,Rey,7,0.5,100,AIC,1624
50,None,Rey,7,0.5,100,AIC,1672
1,None,Rey,13,0.5,100,BIC,3019
2,None,Rey,13,0.5,100,BIC,764
3,None,Rey,13,0.5,100,BIC,961
4,None,Rey,13,0.5,100,BIC,545
5,None,Rey,13,0.5,100,BIC,1526
6,None,Rey,13,0.5,100,BIC,8187
7,None,Rey,13,0.5,100,BIC,3655
8,None,Rey,13,0.5,100,BIC,1483
9,None,Rey,13,0.5,100,BIC,359
10,None,Rey,13,0.5,100,BIC,2871
11,None,Rey,13,0.5,100,BIC,3384
12,None,Rey,13,0.5,100,BIC,1
13,None,Rey,13,0.5,100,BIC,595
14,None,Rey,13,0.5,100,BIC,1324
15,None,Rey,13,0.5,100,BIC,1729
16,None,Rey,13,0.5,100,BIC,871
17,None,Rey,13,0.5,100,BIC,1
18,None,Rey,13,0.5,100,BIC,1
19,None,Rey,13,0.5,100,BIC,1
20,None,Rey,13,0.5,100,BIC,290
21,None,Rey,13,0.5,100,BIC,2850
22,None,Rey,13,0.5,100,BIC,118
23,None,Rey,13,0.5,100,BIC,3472
24,None,Rey,13,0.5,100,BIC,4266
25,None,Rey,13,0.5,100,BIC,1344
26,None,Rey,13,0.5,100,BIC,786
27,None,Rey,13,0.5,100,BIC,1845
28,None,Rey,13,0.5,100,BIC,523
29,None,Rey,13,0.5,100,BIC,877
30,None,Rey,13,0.5,100,BIC,198
31,None,Rey,13,0.5,100,BIC,2195
32,None,Rey,13,0.5,100,BIC,7975
33,None,Rey,13,0.5,100,BIC,5773
34,None,Rey,13,0.5,100,BIC,1483
35,None,Rey,13,0.5,100,BIC,131
36,None,Rey,13,0.5,100,BIC,1495
37,None,Rey,13,0.5,100,BIC,3749
38,None,Rey,13,0.5,100,BIC,2488
39,None,Rey,13,0.5,100,BIC,1724
40,None,Rey,13,0.5,100,BIC,1050
41,None,Rey,13,0.5,100,BIC,568
42,None,Rey,13,0.5,100,BIC,34
43,None,Rey,13,0.5,100,BIC,1
44,None,Rey,13,0.5,100,BIC,180
45,None,Rey,13,0.5,100,BIC,4884
46,None,Rey,13,0.5,100,BIC,288
47,None,Rey,13,0.5,100,BIC,54
48,None,Rey,13,0.5,100,BIC,308
49,None,Rey,13,0.5,100,BIC,314
50,None,Rey,13,0.5,100,BIC,3685
1,None,Rey,2,0.5,100,BIC,7462
2,None,Rey,2,0.5,100,BIC,3725
3,None,Rey,2,0.5,100,BIC,1057
4,None,Rey,2,0.5,100,BIC,1063
5,None,Rey,2,0.5,100,BIC,1
6,None,Rey,2,0.5,100,BIC,792
7,None,Rey,2,0.5,100,BIC,307
8,None,Rey,2,0.5,100,BIC,52
9,None,Rey,2,0.5,100,BIC,378
10,None,Rey,2,0.5,100,BIC,2643
11,None,Rey,2,0.5,100,BIC,4336
12,None,Rey,2,0.5,100,BIC,388
13,None,Rey,2,0.5,100,BIC,1
14,None,Rey,2,0.5,100,BIC,1419
15,None,Rey,2,0.5,100,BIC,1331
16,None,Rey,2,0.5,100,BIC,1
17,None,Rey,2,0.5,100,BIC,7808
18,None,Rey,2,0.5,100,BIC,95
19,None,Rey,2,0.5,100,BIC,2046
20,None,Rey,2,0.5,100,BIC,326
21,None,Rey,2,0.5,100,BIC,3625
22,None,Rey,2,0.5,100,BIC,3462
23,None,Rey,2,0.5,100,BIC,4068
24,None,Rey,2,0.5,100,BIC,150
25,None,Rey,2,0.5,100,BIC,1146
26,None,Rey,2,0.5,100,BIC,3052
27,None,Rey,2,0.5,100,BIC,311
28,None,Rey,2,0.5,100,BIC,43
29,None,Rey,2,0.5,100,BIC,954
30,None,Rey,2,0.5,100,BIC,1
31,None,Rey,2,0.5,100,BIC,925
32,None,Rey,2,0.5,100,BIC,15
33,None,Rey,2,0.5,100,BIC,46
34,None,Rey,2,0.5,100,BIC,52
35,None,Rey,2,0.5,100,BIC,1387
36,None,Rey,2,0.5,100,BIC,3
37,None,Rey,2,0.5,100,BIC,564
38,None,Rey,2,0.5,100,BIC,3825
39,None,Rey,2,0.5,100,BIC,2732
40,None,Rey,2,0.5,100,BIC,1103
41,None,Rey,2,0.5,100,BIC,321
42,None,Rey,2,0.5,100,BIC,37
43,None,Rey,2,0.5,100,BIC,577
44,None,Rey,2,0.5,100,BIC,2053
45,None,Rey,2,0.5,100,BIC,424
46,None,Rey,2,0.5,100,BIC,346
47,None,Rey,2,0.5,100,BIC,1525
48,None,Rey,2,0.5,100,BIC,198
49,None,Rey,2,0.5,100,BIC,481
50,None,Rey,2,0.5,100,BIC,615
1,None,Rey,7,0.5,100,BIC,1241
2,None,Rey,7,0.5,100,BIC,2759
3,None,Rey,7,0.5,100,BIC,7078
4,None,Rey,7,0.5,100,BIC,3274
5,None,Rey,7,0.5,100,BIC,1576
6,None,Rey,7,0.5,100,BIC,2926
7,None,Rey,7,0.5,100,BIC,7572
8,None,Rey,7,0.5,100,BIC,707
9,None,Rey,7,0.5,100,BIC,27
10,None,Rey,7,0.5,100,BIC,140
11,None,Rey,7,0.5,100,BIC,5
12,None,Rey,7,0.5,100,BIC,918
13,None,Rey,7,0.5,100,BIC,8655
14,None,Rey,7,0.5,100,BIC,1651
15,None,Rey,7,0.5,100,BIC,5040
16,None,Rey,7,0.5,100,BIC,43
17,None,Rey,7,0.5,100,BIC,573
18,None,Rey,7,0.5,100,BIC,1
19,None,Rey,7,0.5,100,BIC,283
20,None,Rey,7,0.5,100,BIC,42
21,None,Rey,7,0.5,100,BIC,1226
22,None,Rey,7,0.5,100,BIC,82
23,None,Rey,7,0.5,100,BIC,504
24,None,Rey,7,0.5,100,BIC,1059
25,None,Rey,7,0.5,100,BIC,8
26,None,Rey,7,0.5,100,BIC,4124
27,None,Rey,7,0.5,100,BIC,60
28,None,Rey,7,0.5,100,BIC,447
29,None,Rey,7,0.5,100,BIC,993
30,None,Rey,7,0.5,100,BIC,7917
31,None,Rey,7,0.5,100,BIC,17
32,None,Rey,7,0.5,100,BIC,2060
33,None,Rey,7,0.5,100,BIC,415
34,None,Rey,7,0.5,100,BIC,707
35,None,Rey,7,0.5,100,BIC,681
36,None,Rey,7,0.5,100,BIC,1107
37,None,Rey,7,0.5,100,BIC,1313
38,None,Rey,7,0.5,100,BIC,3260
39,None,Rey,7,0.5,100,BIC,749
40,None,Rey,7,0.5,100,BIC,546
41,None,Rey,7,0.5,100,BIC,1945
42,None,Rey,7,0.5,100,BIC,204
43,None,Rey,7,0.5,100,BIC,2788
44,None,Rey,7,0.5,100,BIC,6806
45,None,Rey,7,0.5,100,BIC,1
46,None,Rey,7,0.5,100,BIC,7038
47,None,Rey,7,0.5,100,BIC,370
48,None,Rey,7,0.5,100,BIC,1268
49,None,Rey,7,0.5,100,BIC,759
50,None,Rey,7,0.5,100,BIC,1364
1,None,Rey,13,0.8,100,AIC,1323
2,None,Rey,13,0.8,100,AIC,1557
3,None,Rey,13,0.8,100,AIC,2183
4,None,Rey,13,0.8,100,AIC,545
5,None,Rey,13,0.8,100,AIC,4296
6,None,Rey,13,0.8,100,AIC,5800
7,None,Rey,13,0.8,100,AIC,1619
8,None,Rey,13,0.8,100,AIC,1358
9,None,Rey,13,0.8,100,AIC,3874
10,None,Rey,13,0.8,100,AIC,1611
11,None,Rey,13,0.8,100,AIC,442
12,None,Rey,13,0.8,100,AIC,3
13,None,Rey,13,0.8,100,AIC,4241
14,None,Rey,13,0.8,100,AIC,4604
15,None,Rey,13,0.8,100,AIC,1729
16,None,Rey,13,0.8,100,AIC,1881
17,None,Rey,13,0.8,100,AIC,2
18,None,Rey,13,0.8,100,AIC,7
19,None,Rey,13,0.8,100,AIC,9
20,None,Rey,13,0.8,100,AIC,392
21,None,Rey,13,0.8,100,AIC,157
22,None,Rey,13,0.8,100,AIC,119
23,None,Rey,13,0.8,100,AIC,930
24,None,Rey,13,0.8,100,AIC,3450
25,None,Rey,13,0.8,100,AIC,Inf
26,None,Rey,13,0.8,100,AIC,976
27,None,Rey,13,0.8,100,AIC,3877
28,None,Rey,13,0.8,100,AIC,2419
29,None,Rey,13,0.8,100,AIC,878
30,None,Rey,13,0.8,100,AIC,950
31,None,Rey,13,0.8,100,AIC,6663
32,None,Rey,13,0.8,100,AIC,1117
33,None,Rey,13,0.8,100,AIC,2367
34,None,Rey,13,0.8,100,AIC,1358
35,None,Rey,13,0.8,100,AIC,131
36,None,Rey,13,0.8,100,AIC,7377
37,None,Rey,13,0.8,100,AIC,2371
38,None,Rey,13,0.8,100,AIC,1448
39,None,Rey,13,0.8,100,AIC,1557
40,None,Rey,13,0.8,100,AIC,507
41,None,Rey,13,0.8,100,AIC,1366
42,None,Rey,13,0.8,100,AIC,43
43,None,Rey,13,0.8,100,AIC,4
44,None,Rey,13,0.8,100,AIC,807
45,None,Rey,13,0.8,100,AIC,3526
46,None,Rey,13,0.8,100,AIC,2282
47,None,Rey,13,0.8,100,AIC,54
48,None,Rey,13,0.8,100,AIC,2
49,None,Rey,13,0.8,100,AIC,5323
50,None,Rey,13,0.8,100,AIC,3055
1,None,Rey,2,0.8,100,AIC,1329
2,None,Rey,2,0.8,100,AIC,3154
3,None,Rey,2,0.8,100,AIC,1057
4,None,Rey,2,0.8,100,AIC,634
5,None,Rey,2,0.8,100,AIC,1
6,None,Rey,2,0.8,100,AIC,553
7,None,Rey,2,0.8,100,AIC,308
8,None,Rey,2,0.8,100,AIC,52
9,None,Rey,2,0.8,100,AIC,378
10,None,Rey,2,0.8,100,AIC,763
11,None,Rey,2,0.8,100,AIC,328
12,None,Rey,2,0.8,100,AIC,388
13,None,Rey,2,0.8,100,AIC,1
14,None,Rey,2,0.8,100,AIC,1420
15,None,Rey,2,0.8,100,AIC,1331
16,None,Rey,2,0.8,100,AIC,1
17,None,Rey,2,0.8,100,AIC,837
18,None,Rey,2,0.8,100,AIC,5
19,None,Rey,2,0.8,100,AIC,2047
20,None,Rey,2,0.8,100,AIC,663
21,None,Rey,2,0.8,100,AIC,4568
22,None,Rey,2,0.8,100,AIC,5189
23,None,Rey,2,0.8,100,AIC,699
24,None,Rey,2,0.8,100,AIC,6
25,None,Rey,2,0.8,100,AIC,1066
26,None,Rey,2,0.8,100,AIC,4145
27,None,Rey,2,0.8,100,AIC,311
28,None,Rey,2,0.8,100,AIC,43
29,None,Rey,2,0.8,100,AIC,954
30,None,Rey,2,0.8,100,AIC,1
31,None,Rey,2,0.8,100,AIC,926
32,None,Rey,2,0.8,100,AIC,15
33,None,Rey,2,0.8,100,AIC,46
34,None,Rey,2,0.8,100,AIC,52
35,None,Rey,2,0.8,100,AIC,249
36,None,Rey,2,0.8,100,AIC,3
37,None,Rey,2,0.8,100,AIC,1009
38,None,Rey,2,0.8,100,AIC,472
39,None,Rey,2,0.8,100,AIC,8147
40,None,Rey,2,0.8,100,AIC,1308
41,None,Rey,2,0.8,100,AIC,484
42,None,Rey,2,0.8,100,AIC,446
43,None,Rey,2,0.8,100,AIC,579
44,None,Rey,2,0.8,100,AIC,1624
45,None,Rey,2,0.8,100,AIC,424
46,None,Rey,2,0.8,100,AIC,1236
47,None,Rey,2,0.8,100,AIC,3004
48,None,Rey,2,0.8,100,AIC,1170
49,None,Rey,2,0.8,100,AIC,482
50,None,Rey,2,0.8,100,AIC,615
1,None,Rey,7,0.8,100,AIC,4020
2,None,Rey,7,0.8,100,AIC,8746
3,None,Rey,7,0.8,100,AIC,91
4,None,Rey,7,0.8,100,AIC,990
5,None,Rey,7,0.8,100,AIC,1159
6,None,Rey,7,0.8,100,AIC,6139
7,None,Rey,7,0.8,100,AIC,1700
8,None,Rey,7,0.8,100,AIC,4166
9,None,Rey,7,0.8,100,AIC,18
10,None,Rey,7,0.8,100,AIC,146
11,None,Rey,7,0.8,100,AIC,6
12,None,Rey,7,0.8,100,AIC,9935
13,None,Rey,7,0.8,100,AIC,2803
14,None,Rey,7,0.8,100,AIC,5688
15,None,Rey,7,0.8,100,AIC,3837
16,None,Rey,7,0.8,100,AIC,45
17,None,Rey,7,0.8,100,AIC,6
18,None,Rey,7,0.8,100,AIC,1
19,None,Rey,7,0.8,100,AIC,283
20,None,Rey,7,0.8,100,AIC,5
21,None,Rey,7,0.8,100,AIC,1419
22,None,Rey,7,0.8,100,AIC,2285
23,None,Rey,7,0.8,100,AIC,336
24,None,Rey,7,0.8,100,AIC,380
25,None,Rey,7,0.8,100,AIC,8
26,None,Rey,7,0.8,100,AIC,2025
27,None,Rey,7,0.8,100,AIC,60
28,None,Rey,7,0.8,100,AIC,729
29,None,Rey,7,0.8,100,AIC,3843
30,None,Rey,7,0.8,100,AIC,5656
31,None,Rey,7,0.8,100,AIC,4
32,None,Rey,7,0.8,100,AIC,1234
33,None,Rey,7,0.8,100,AIC,415
34,None,Rey,7,0.8,100,AIC,4166
35,None,Rey,7,0.8,100,AIC,683
36,None,Rey,7,0.8,100,AIC,1101
37,None,Rey,7,0.8,100,AIC,3471
38,None,Rey,7,0.8,100,AIC,216
39,None,Rey,7,0.8,100,AIC,756
40,None,Rey,7,0.8,100,AIC,865
41,None,Rey,7,0.8,100,AIC,1946
42,None,Rey,7,0.8,100,AIC,210
43,None,Rey,7,0.8,100,AIC,4065
44,None,Rey,7,0.8,100,AIC,6375
45,None,Rey,7,0.8,100,AIC,3
46,None,Rey,7,0.8,100,AIC,3237
47,None,Rey,7,0.8,100,AIC,370
48,None,Rey,7,0.8,100,AIC,1700
49,None,Rey,7,0.8,100,AIC,1625
50,None,Rey,7,0.8,100,AIC,4967
1,None,Rey,13,0.8,100,BIC,Inf
2,None,Rey,13,0.8,100,BIC,3506
3,None,Rey,13,0.8,100,BIC,3990
4,None,Rey,13,0.8,100,BIC,562
5,None,Rey,13,0.8,100,BIC,2391
6,None,Rey,13,0.8,100,BIC,1938
7,None,Rey,13,0.8,100,BIC,704
8,None,Rey,13,0.8,100,BIC,6556
9,None,Rey,13,0.8,100,BIC,3077
10,None,Rey,13,0.8,100,BIC,3415
11,None,Rey,13,0.8,100,BIC,472
12,None,Rey,13,0.8,100,BIC,3
13,None,Rey,13,0.8,100,BIC,4715
14,None,Rey,13,0.8,100,BIC,Inf
15,None,Rey,13,0.8,100,BIC,7628
16,None,Rey,13,0.8,100,BIC,8724
17,None,Rey,13,0.8,100,BIC,6
18,None,Rey,13,0.8,100,BIC,19
19,None,Rey,13,0.8,100,BIC,9
20,None,Rey,13,0.8,100,BIC,405
21,None,Rey,13,0.8,100,BIC,179
22,None,Rey,13,0.8,100,BIC,Inf
23,None,Rey,13,0.8,100,BIC,1008
24,None,Rey,13,0.8,100,BIC,Inf
25,None,Rey,13,0.8,100,BIC,Inf
26,None,Rey,13,0.8,100,BIC,3820
27,None,Rey,13,0.8,100,BIC,1026
28,None,Rey,13,0.8,100,BIC,527
29,None,Rey,13,0.8,100,BIC,4044
30,None,Rey,13,0.8,100,BIC,956
31,None,Rey,13,0.8,100,BIC,2918
32,None,Rey,13,0.8,100,BIC,8791
33,None,Rey,13,0.8,100,BIC,1986
34,None,Rey,13,0.8,100,BIC,6556
35,None,Rey,13,0.8,100,BIC,2942
36,None,Rey,13,0.8,100,BIC,2347
37,None,Rey,13,0.8,100,BIC,5669
38,None,Rey,13,0.8,100,BIC,3481
39,None,Rey,13,0.8,100,BIC,1585
40,None,Rey,13,0.8,100,BIC,Inf
41,None,Rey,13,0.8,100,BIC,7452
42,None,Rey,13,0.8,100,BIC,58
43,None,Rey,13,0.8,100,BIC,28
44,None,Rey,13,0.8,100,BIC,817
45,None,Rey,13,0.8,100,BIC,Inf
46,None,Rey,13,0.8,100,BIC,291
47,None,Rey,13,0.8,100,BIC,58
48,None,Rey,13,0.8,100,BIC,2
49,None,Rey,13,0.8,100,BIC,7318
50,None,Rey,13,0.8,100,BIC,2363
1,None,Rey,2,0.8,100,BIC,698
2,None,Rey,2,0.8,100,BIC,2309
3,None,Rey,2,0.8,100,BIC,1057
4,None,Rey,2,0.8,100,BIC,634
5,None,Rey,2,0.8,100,BIC,1
6,None,Rey,2,0.8,100,BIC,554
7,None,Rey,2,0.8,100,BIC,307
8,None,Rey,2,0.8,100,BIC,52
9,None,Rey,2,0.8,100,BIC,1561
10,None,Rey,2,0.8,100,BIC,1053
11,None,Rey,2,0.8,100,BIC,329
12,None,Rey,2,0.8,100,BIC,388
13,None,Rey,2,0.8,100,BIC,1
14,None,Rey,2,0.8,100,BIC,1111
15,None,Rey,2,0.8,100,BIC,1845
16,None,Rey,2,0.8,100,BIC,1
17,None,Rey,2,0.8,100,BIC,1166
18,None,Rey,2,0.8,100,BIC,95
19,None,Rey,2,0.8,100,BIC,1101
20,None,Rey,2,0.8,100,BIC,666
21,None,Rey,2,0.8,100,BIC,2883
22,None,Rey,2,0.8,100,BIC,3538
23,None,Rey,2,0.8,100,BIC,1837
24,None,Rey,2,0.8,100,BIC,150
25,None,Rey,2,0.8,100,BIC,409
26,None,Rey,2,0.8,100,BIC,3053
27,None,Rey,2,0.8,100,BIC,311
28,None,Rey,2,0.8,100,BIC,43
29,None,Rey,2,0.8,100,BIC,2371
30,None,Rey,2,0.8,100,BIC,1
31,None,Rey,2,0.8,100,BIC,932
32,None,Rey,2,0.8,100,BIC,15
33,None,Rey,2,0.8,100,BIC,46
34,None,Rey,2,0.8,100,BIC,52
35,None,Rey,2,0.8,100,BIC,249
36,None,Rey,2,0.8,100,BIC,3
37,None,Rey,2,0.8,100,BIC,770
38,None,Rey,2,0.8,100,BIC,2741
39,None,Rey,2,0.8,100,BIC,1098
40,None,Rey,2,0.8,100,BIC,1104
41,None,Rey,2,0.8,100,BIC,322
42,None,Rey,2,0.8,100,BIC,446
43,None,Rey,2,0.8,100,BIC,581
44,None,Rey,2,0.8,100,BIC,1166
45,None,Rey,2,0.8,100,BIC,424
46,None,Rey,2,0.8,100,BIC,1254
47,None,Rey,2,0.8,100,BIC,162
48,None,Rey,2,0.8,100,BIC,1170
49,None,Rey,2,0.8,100,BIC,1622
50,None,Rey,2,0.8,100,BIC,615
1,None,Rey,7,0.8,100,BIC,6395
2,None,Rey,7,0.8,100,BIC,2092
3,None,Rey,7,0.8,100,BIC,91
4,None,Rey,7,0.8,100,BIC,4831
5,None,Rey,7,0.8,100,BIC,1457
6,None,Rey,7,0.8,100,BIC,7470
7,None,Rey,7,0.8,100,BIC,8120
8,None,Rey,7,0.8,100,BIC,4495
9,None,Rey,7,0.8,100,BIC,7037
10,None,Rey,7,0.8,100,BIC,1375
11,None,Rey,7,0.8,100,BIC,25
12,None,Rey,7,0.8,100,BIC,7654
13,None,Rey,7,0.8,100,BIC,2641
14,None,Rey,7,0.8,100,BIC,2925
15,None,Rey,7,0.8,100,BIC,3286
16,None,Rey,7,0.8,100,BIC,44
17,None,Rey,7,0.8,100,BIC,6
18,None,Rey,7,0.8,100,BIC,1
19,None,Rey,7,0.8,100,BIC,288
20,None,Rey,7,0.8,100,BIC,7
21,None,Rey,7,0.8,100,BIC,1419
22,None,Rey,7,0.8,100,BIC,3541
23,None,Rey,7,0.8,100,BIC,4725
24,None,Rey,7,0.8,100,BIC,5789
25,None,Rey,7,0.8,100,BIC,8
26,None,Rey,7,0.8,100,BIC,4188
27,None,Rey,7,0.8,100,BIC,60
28,None,Rey,7,0.8,100,BIC,4732
29,None,Rey,7,0.8,100,BIC,Inf
30,None,Rey,7,0.8,100,BIC,7228
31,None,Rey,7,0.8,100,BIC,4
32,None,Rey,7,0.8,100,BIC,2526
33,None,Rey,7,0.8,100,BIC,4969
34,None,Rey,7,0.8,100,BIC,4495
35,None,Rey,7,0.8,100,BIC,683
36,None,Rey,7,0.8,100,BIC,1102
37,None,Rey,7,0.8,100,BIC,1574
38,None,Rey,7,0.8,100,BIC,1015
39,None,Rey,7,0.8,100,BIC,4025
40,None,Rey,7,0.8,100,BIC,4185
41,None,Rey,7,0.8,100,BIC,983
42,None,Rey,7,0.8,100,BIC,210
43,None,Rey,7,0.8,100,BIC,9090
44,None,Rey,7,0.8,100,BIC,574
45,None,Rey,7,0.8,100,BIC,4
46,None,Rey,7,0.8,100,BIC,Inf
47,None,Rey,7,0.8,100,BIC,Inf
48,None,Rey,7,0.8,100,BIC,6328
49,None,Rey,7,0.8,100,BIC,1637
50,None,Rey,7,0.8,100,BIC,1970
1,None,Tess,13,0.2,100,AIC,784
2,None,Tess,13,0.2,100,AIC,1227
