replica,network,population,true_model,sigma,base_SS,modelcompare,TAT,TAT50
15,None,Mave,7,0.2,100,AIC,0.5639,1
16,None,Mave,7,0.2,100,AIC,0.5736,1
17,None,Mave,7,0.2,100,AIC,0.5649,1
18,None,Mave,7,0.2,100,AIC,0.5331,1
19,None,Mave,7,0.2,100,AIC,0.5765,1
20,None,Mave,7,0.2,100,AIC,0.5747,1
21,None,Mave,7,0.2,100,AIC,0.529,1
22,None,Mave,7,0.2,100,AIC,0.5704,1
23,None,Mave,7,0.2,100,AIC,0.5711,1
24,None,Mave,7,0.2,100,AIC,0.5644,1
25,None,Mave,7,0.2,100,AIC,0.5679,1
26,None,Mave,7,0.2,100,AIC,0.5433,1
27,None,Mave,7,0.2,100,AIC,0.5536,1
28,None,Mave,7,0.2,100,AIC,0.5388,1
29,None,Mave,7,0.2,100,AIC,0.6057,1
30,None,Mave,7,0.2,100,AIC,0.5896,1
31,None,Mave,7,0.2,100,AIC,0.5716,1
32,None,Mave,7,0.2,100,AIC,0.5645,1
33,None,Mave,7,0.2,100,AIC,0.5665,1
34,None,Mave,7,0.2,100,AIC,0.5604,1
35,None,Mave,7,0.2,100,AIC,0.5559,1
36,None,Mave,7,0.2,100,AIC,0.3623,0
37,None,Mave,7,0.2,100,AIC,0.6007,1
38,None,Mave,7,0.2,100,AIC,0.5577,1
39,None,Mave,7,0.2,100,AIC,0.5367,1
40,None,Mave,7,0.2,100,AIC,0.5568,1
41,None,Mave,7,0.2,100,AIC,0.5599,1
42,None,Mave,7,0.2,100,AIC,0.5685,1
43,None,Mave,7,0.2,100,AIC,0.5355,1
44,None,Mave,7,0.2,100,AIC,0.5948,1
45,None,Mave,7,0.2,100,AIC,0.5778,1
46,None,Mave,7,0.2,100,AIC,0.5779,1
47,None,Mave,7,0.2,100,AIC,0.5593,1
48,None,Mave,7,0.2,100,AIC,0.5561,1
49,None,Mave,7,0.2,100,AIC,0.5721,1
50,None,Mave,7,0.2,100,AIC,0.1676,0
1,None,Mave,13,0.2,100,BIC,0.9514,1
2,None,Mave,13,0.2,100,BIC,0.9786,1
3,None,Mave,13,0.2,100,BIC,0.9245,1
4,None,Mave,13,0.2,100,BIC,0.2492,0
5,None,Mave,13,0.2,100,BIC,0.3803,0
6,None,Mave,13,0.2,100,BIC,0.9448,1
7,None,Mave,13,0.2,100,BIC,0.9749,1
8,None,Mave,13,0.2,100,BIC,0.9605,1
9,None,Mave,13,0.2,100,BIC,0.9312,1
10,None,Mave,13,0.2,100,BIC,0.9575,1
11,None,Mave,13,0.2,100,BIC,0.9451,1
12,None,Mave,13,0.2,100,BIC,0.9608,1
13,None,Mave,13,0.2,100,BIC,0.957,1
14,None,Mave,13,0.2,100,BIC,0.6335,1
15,None,Mave,13,0.2,100,BIC,0.9678,1
16,None,Mave,13,0.2,100,BIC,0.892,1
17,None,Mave,13,0.2,100,BIC,0.9656,1
18,None,Mave,13,0.2,100,BIC,0.9604,1
19,None,Mave,13,0.2,100,BIC,0.9635,1
20,None,Mave,13,0.2,100,BIC,0.938,1
21,None,Mave,13,0.2,100,BIC,0.971,1
22,None,Mave,13,0.2,100,BIC,0.9582,1
23,None,Mave,13,0.2,100,BIC,0.9691,1
24,None,Mave,13,0.2,100,BIC,0.9664,1
25,None,Mave,13,0.2,100,BIC,0.9662,1
26,None,Mave,13,0.2,100,BIC,0.9617,1
27,None,Mave,13,0.2,100,BIC,0.9558,1
28,None,Mave,13,0.2,100,BIC,0.9551,1
29,None,Mave,13,0.2,100,BIC,0.9587,1
30,None,Mave,13,0.2,100,BIC,0.9333,1
31,None,Mave,13,0.2,100,BIC,0.9569,1
32,None,Mave,13,0.2,100,BIC,0.9589,1
33,None,Mave,13,0.2,100,BIC,0.9497,1
34,None,Mave,13,0.2,100,BIC,0.9605,1
35,None,Mave,13,0.2,100,BIC,0.9517,1
36,None,Mave,13,0.2,100,BIC,0.9463,1
37,None,Mave,13,0.2,100,BIC,0.9531,1
38,None,Mave,13,0.2,100,BIC,0.9648,1
39,None,Mave,13,0.2,100,BIC,0.9644,1
40,None,Mave,13,0.2,100,BIC,0.9267,1
41,None,Mave,13,0.2,100,BIC,0.9506,1
42,None,Mave,13,0.2,100,BIC,0.9422,1
43,None,Mave,13,0.2,100,BIC,0.8638,1
44,None,Mave,13,0.2,100,BIC,0.9354,1
45,None,Mave,13,0.2,100,BIC,0.9553,1
46,None,Mave,13,0.2,100,BIC,0.9717,1
47,None,Mave,13,0.2,100,BIC,0.8731,1
48,None,Mave,13,0.2,100,BIC,0.9512,1
49,None,Mave,13,0.2,100,BIC,0.9658,1
50,None,Mave,13,0.2,100,BIC,0.0737,0
1,None,Mave,2,0.2,100,BIC,0.8888,1
2,None,Mave,2,0.2,100,BIC,0.8746,1
3,None,Mave,2,0.2,100,BIC,0.8737,1
4,None,Mave,2,0.2,100,BIC,0.8818,1
5,None,Mave,2,0.2,100,BIC,0.8775,1
6,None,Mave,2,0.2,100,BIC,0.9124,1
7,None,Mave,2,0.2,100,BIC,0.9052,1
8,None,Mave,2,0.2,100,BIC,0.8725,1
9,None,Mave,2,0.2,100,BIC,0.9011,1
10,None,Mave,2,0.2,100,BIC,0.8859,1
11,None,Mave,2,0.2,100,BIC,0.853,1
12,None,Mave,2,0.2,100,BIC,0.8683,1
13,None,Mave,2,0.2,100,BIC,0.8696,1
14,None,Mave,2,0.2,100,BIC,0.9069,1
15,None,Mave,2,0.2,100,BIC,0.844,1
16,None,Mave,2,0.2,100,BIC,0.8681,1
17,None,Mave,2,0.2,100,BIC,0.8708,1
18,None,Mave,2,0.2,100,BIC,0.8986,1
19,None,Mave,2,0.2,100,BIC,0.8313,1
20,None,Mave,2,0.2,100,BIC,0.8961,1
21,None,Mave,2,0.2,100,BIC,0.885,1
22,None,Mave,2,0.2,100,BIC,0.8806,1
23,None,Mave,2,0.2,100,BIC,0.8913,1
24,None,Mave,2,0.2,100,BIC,0.8926,1
25,None,Mave,2,0.2,100,BIC,0.8598,1
26,None,Mave,2,0.2,100,BIC,0.879,1
27,None,Mave,2,0.2,100,BIC,0.8525,1
28,None,Mave,2,0.2,100,BIC,0.8674,1
29,None,Mave,2,0.2,100,BIC,0.8793,1
30,None,Mave,2,0.2,100,BIC,0.8834,1
31,None,Mave,2,0.2,100,BIC,0.8759,1
32,None,Mave,2,0.2,100,BIC,0.8698,1
33,None,Mave,2,0.2,100,BIC,0.8476,1
34,None,Mave,2,0.2,100,BIC,0.8725,1
35,None,Mave,2,0.2,100,BIC,0.8883,1
36,None,Mave,2,0.2,100,BIC,0.9186,1
37,None,Mave,2,0.2,100,BIC,0.8619,1
38,None,Mave,2,0.2,100,BIC,0.8965,1
39,None,Mave,2,0.2,100,BIC,0.8772,1
40,None,Mave,2,0.2,100,BIC,0.9034,1
41,None,Mave,2,0.2,100,BIC,0.8812,1
42,None,Mave,2,0.2,100,BIC,0.9031,1
43,None,Mave,2,0.2,100,BIC,0.8722,1
44,None,Mave,2,0.2,100,BIC,0.8771,1
45,None,Mave,2,0.2,100,BIC,0.9007,1
46,None,Mave,2,0.2,100,BIC,0.8709,1
47,None,Mave,2,0.2,100,BIC,0.8673,1
48,None,Mave,2,0.2,100,BIC,0.8929,1
49,None,Mave,2,0.2,100,BIC,0.8942,1
50,None,Mave,2,0.2,100,BIC,0.8984,1
1,None,Mave,7,0.2,100,BIC,0.9186,1
2,None,Mave,7,0.2,100,BIC,0.9217,1
3,None,Mave,7,0.2,100,BIC,0.9094,1
4,None,Mave,7,0.2,100,BIC,0.2925,0
5,None,Mave,7,0.2,100,BIC,0.9071,1
6,None,Mave,7,0.2,100,BIC,0.9089,1
7,None,Mave,7,0.2,100,BIC,0.9088,1
8,None,Mave,7,0.2,100,BIC,0.9111,1
9,None,Mave,7,0.2,100,BIC,0.912,1
10,None,Mave,7,0.2,100,BIC,0.8936,1
11,None,Mave,7,0.2,100,BIC,0.9057,1
12,None,Mave,7,0.2,100,BIC,0.8867,1
13,None,Mave,7,0.2,100,BIC,0.9136,1
14,None,Mave,7,0.2,100,BIC,0.9342,1
15,None,Mave,7,0.2,100,BIC,0.9235,1
16,None,Mave,7,0.2,100,BIC,0.9334,1
17,None,Mave,7,0.2,100,BIC,0.9043,1
18,None,Mave,7,0.2,100,BIC,0.8784,1
19,None,Mave,7,0.2,100,BIC,0.8925,1
20,None,Mave,7,0.2,100,BIC,0.9066,1
21,None,Mave,7,0.2,100,BIC,0.9142,1
22,None,Mave,7,0.2,100,BIC,0.9322,1
23,None,Mave,7,0.2,100,BIC,0.8901,1
24,None,Mave,7,0.2,100,BIC,0.736,1
25,None,Mave,7,0.2,100,BIC,0.9035,1
26,None,Mave,7,0.2,100,BIC,0.9138,1
27,None,Mave,7,0.2,100,BIC,0.9164,1
28,None,Mave,7,0.2,100,BIC,0.9106,1
29,None,Mave,7,0.2,100,BIC,0.9006,1
30,None,Mave,7,0.2,100,BIC,0.9078,1
31,None,Mave,7,0.2,100,BIC,0.9081,1
32,None,Mave,7,0.2,100,BIC,0.9073,1
33,None,Mave,7,0.2,100,BIC,0.8907,1
34,None,Mave,7,0.2,100,BIC,0.9111,1
35,None,Mave,7,0.2,100,BIC,0.909,1
36,None,Mave,7,0.2,100,BIC,0.2636,0
37,None,Mave,7,0.2,100,BIC,0.933,1
38,None,Mave,7,0.2,100,BIC,0.9115,1
39,None,Mave,7,0.2,100,BIC,0.9288,1
40,None,Mave,7,0.2,100,BIC,0.9236,1
41,None,Mave,7,0.2,100,BIC,0.9203,1
42,None,Mave,7,0.2,100,BIC,0.9197,1
43,None,Mave,7,0.2,100,BIC,0.864,1
44,None,Mave,7,0.2,100,BIC,0.8828,1
45,None,Mave,7,0.2,100,BIC,0.9184,1
46,None,Mave,7,0.2,100,BIC,0.9142,1
47,None,Mave,7,0.2,100,BIC,0.9103,1
48,None,Mave,7,0.2,100,BIC,0.9029,1
49,None,Mave,7,0.2,100,BIC,0.9,1
50,None,Mave,7,0.2,100,BIC,0.0701,0
1,None,Mave,13,0.5,100,AIC,0.6535,1
2,None,Mave,13,0.5,100,AIC,0.5717,1
3,None,Mave,13,0.5,100,AIC,0.3622,0
4,None,Mave,13,0.5,100,AIC,0.2146,0
5,None,Mave,13,0.5,100,AIC,0.2566,0
6,None,Mave,13,0.5,100,AIC,0.2434,0
7,None,Mave,13,0.5,100,AIC,0.6425,1
8,None,Mave,13,0.5,100,AIC,0.4587,0
9,None,Mave,13,0.5,100,AIC,0.4828,0
10,None,Mave,13,0.5,100,AIC,0.4194,0
11,None,Mave,13,0.5,100,AIC,0.6035,1
12,None,Mave,13,0.5,100,AIC,0.6689,1
13,None,Mave,13,0.5,100,AIC,0.5878,1
14,None,Mave,13,0.5,100,AIC,0.1545,0
15,None,Mave,13,0.5,100,AIC,0.5569,1
16,None,Mave,13,0.5,100,AIC,0.3517,0
17,None,Mave,13,0.5,100,AIC,0.7764,1
18,None,Mave,13,0.5,100,AIC,0.7798,1
19,None,Mave,13,0.5,100,AIC,0.7088,1
20,None,Mave,13,0.5,100,AIC,0.448,0
21,None,Mave,13,0.5,100,AIC,0.6463,1
22,None,Mave,13,0.5,100,AIC,0.6857,1
23,None,Mave,13,0.5,100,AIC,0.2023,0
24,None,Mave,13,0.5,100,AIC,0.771,1
25,None,Mave,13,0.5,100,AIC,0.3387,0
26,None,Mave,13,0.5,100,AIC,0.4734,0
27,None,Mave,13,0.5,100,AIC,0.6341,1
28,None,Mave,13,0.5,100,AIC,0.6161,1
29,None,Mave,13,0.5,100,AIC,0.5719,1
30,None,Mave,13,0.5,100,AIC,0.4094,0
31,None,Mave,13,0.5,100,AIC,0.5354,1
32,None,Mave,13,0.5,100,AIC,0.4939,0
33,None,Mave,13,0.5,100,AIC,0.7476,1
34,None,Mave,13,0.5,100,AIC,0.4587,0
35,None,Mave,13,0.5,100,AIC,0.6597,1
36,None,Mave,13,0.5,100,AIC,0.5873,1
37,None,Mave,13,0.5,100,AIC,0.8082,1
38,None,Mave,13,0.5,100,AIC,0.8518,1
39,None,Mave,13,0.5,100,AIC,0.3814,0
40,None,Mave,13,0.5,100,AIC,0.3882,0
41,None,Mave,13,0.5,100,AIC,0.6867,1
42,None,Mave,13,0.5,100,AIC,0.392,0
43,None,Mave,13,0.5,100,AIC,0.2493,0
44,None,Mave,13,0.5,100,AIC,0.7948,1
45,None,Mave,13,0.5,100,AIC,0.3674,0
46,None,Mave,13,0.5,100,AIC,0.3451,0
47,None,Mave,13,0.5,100,AIC,0.2979,0
48,None,Mave,13,0.5,100,AIC,0.6593,1
49,None,Mave,13,0.5,100,AIC,0.7632,1
50,None,Mave,13,0.5,100,AIC,0.2086,0
1,None,Mave,2,0.5,100,AIC,0.3721,0
2,None,Mave,2,0.5,100,AIC,0.3692,0
3,None,Mave,2,0.5,100,AIC,0.3728,0
4,None,Mave,2,0.5,100,AIC,0.3488,0
5,None,Mave,2,0.5,100,AIC,0.3676,0
6,None,Mave,2,0.5,100,AIC,0.3555,0
7,None,Mave,2,0.5,100,AIC,0.3899,0
8,None,Mave,2,0.5,100,AIC,0.3706,0
9,None,Mave,2,0.5,100,AIC,0.4071,0
10,None,Mave,2,0.5,100,AIC,0.3691,0
11,None,Mave,2,0.5,100,AIC,0.3685,0
12,None,Mave,2,0.5,100,AIC,0.4019,0
13,None,Mave,2,0.5,100,AIC,0.3633,0
14,None,Mave,2,0.5,100,AIC,0.3548,0
15,None,Mave,2,0.5,100,AIC,0.3818,0
16,None,Mave,2,0.5,100,AIC,0.3861,0
17,None,Mave,2,0.5,100,AIC,0.407,0
18,None,Mave,2,0.5,100,AIC,0.372,0
19,None,Mave,2,0.5,100,AIC,0.2581,0
20,None,Mave,2,0.5,100,AIC,0.3503,0
21,None,Mave,2,0.5,100,AIC,0.3636,0
22,None,Mave,2,0.5,100,AIC,0.3848,0
23,None,Mave,2,0.5,100,AIC,0.3815,0
24,None,Mave,2,0.5,100,AIC,0.3812,0
25,None,Mave,2,0.5,100,AIC,0.3722,0
26,None,Mave,2,0.5,100,AIC,0.3909,0
27,None,Mave,2,0.5,100,AIC,0.3944,0
28,None,Mave,2,0.5,100,AIC,0.3629,0
29,None,Mave,2,0.5,100,AIC,0.4084,0
30,None,Mave,2,0.5,100,AIC,0.2771,0
31,None,Mave,2,0.5,100,AIC,0.2987,0
32,None,Mave,2,0.5,100,AIC,0.398,0
33,None,Mave,2,0.5,100,AIC,0.372,0
34,None,Mave,2,0.5,100,AIC,0.3706,0
35,None,Mave,2,0.5,100,AIC,0.3947,0
36,None,Mave,2,0.5,100,AIC,0.3811,0
37,None,Mave,2,0.5,100,AIC,0.3763,0
38,None,Mave,2,0.5,100,AIC,0.404,0
39,None,Mave,2,0.5,100,AIC,0.3979,0
40,None,Mave,2,0.5,100,AIC,0.3747,0
41,None,Mave,2,0.5,100,AIC,0.3987,0
42,None,Mave,2,0.5,100,AIC,0.3783,0
43,None,Mave,2,0.5,100,AIC,0.3779,0
44,None,Mave,2,0.5,100,AIC,0.3779,0
45,None,Mave,2,0.5,100,AIC,0.3828,0
46,None,Mave,2,0.5,100,AIC,0.3335,0
47,None,Mave,2,0.5,100,AIC,0.3878,0
48,None,Mave,2,0.5,100,AIC,0.3787,0
49,None,Mave,2,0.5,100,AIC,0.3906,0
50,None,Mave,2,0.5,100,AIC,0.3773,0
1,None,Mave,7,0.5,100,AIC,0.547,1
2,None,Mave,7,0.5,100,AIC,0.4966,0
3,None,Mave,7,0.5,100,AIC,0.6091,1
4,None,Mave,7,0.5,100,AIC,0.1433,0
5,None,Mave,7,0.5,100,AIC,0.483,0
6,None,Mave,7,0.5,100,AIC,0.453,0
7,None,Mave,7,0.5,100,AIC,0.552,1
8,None,Mave,7,0.5,100,AIC,0.5428,1
9,None,Mave,7,0.5,100,AIC,0.4812,0
10,None,Mave,7,0.5,100,AIC,0.4806,0
11,None,Mave,7,0.5,100,AIC,0.5767,1
12,None,Mave,7,0.5,100,AIC,0.5279,1
13,None,Mave,7,0.5,100,AIC,0.5178,1
14,None,Mave,7,0.5,100,AIC,0.5323,1
15,None,Mave,7,0.5,100,AIC,0.443,0
16,None,Mave,7,0.5,100,AIC,0.3259,0
17,None,Mave,7,0.5,100,AIC,0.5649,1
18,None,Mave,7,0.5,100,AIC,0.5331,1
19,None,Mave,7,0.5,100,AIC,0.5757,1
20,None,Mave,7,0.5,100,AIC,0.3641,0
21,None,Mave,7,0.5,100,AIC,0.457,0
22,None,Mave,7,0.5,100,AIC,0.3818,0
23,None,Mave,7,0.5,100,AIC,0.4454,0
24,None,Mave,7,0.5,100,AIC,0.3028,0
25,None,Mave,7,0.5,100,AIC,0.3889,0
26,None,Mave,7,0.5,100,AIC,0.3659,0
27,None,Mave,7,0.5,100,AIC,0.5066,1
28,None,Mave,7,0.5,100,AIC,0.4396,0
29,None,Mave,7,0.5,100,AIC,0.4113,0
30,None,Mave,7,0.5,100,AIC,0.5896,1
31,None,Mave,7,0.5,100,AIC,0.5336,1
32,None,Mave,7,0.5,100,AIC,0.5005,1
33,None,Mave,7,0.5,100,AIC,0.5576,1
34,None,Mave,7,0.5,100,AIC,0.5428,1
35,None,Mave,7,0.5,100,AIC,0.4401,0
36,None,Mave,7,0.5,100,AIC,0.2373,0
37,None,Mave,7,0.5,100,AIC,0.3817,0
38,None,Mave,7,0.5,100,AIC,0.5512,1
39,None,Mave,7,0.5,100,AIC,0.2943,0
40,None,Mave,7,0.5,100,AIC,0.5161,1
41,None,Mave,7,0.5,100,AIC,0.5599,1
42,None,Mave,7,0.5,100,AIC,0.2708,0
43,None,Mave,7,0.5,100,AIC,0.2008,0
44,None,Mave,7,0.5,100,AIC,0.556,1
45,None,Mave,7,0.5,100,AIC,0.5632,1
46,None,Mave,7,0.5,100,AIC,0.4677,0
47,None,Mave,7,0.5,100,AIC,0.1734,0
48,None,Mave,7,0.5,100,AIC,0.5345,1
49,None,Mave,7,0.5,100,AIC,0.4796,0
50,None,Mave,7,0.5,100,AIC,0.0894,0
1,None,Mave,13,0.5,100,BIC,0.4692,0
2,None,Mave,13,0.5,100,BIC,0.3601,0
3,None,Mave,13,0.5,100,BIC,0.1315,0
4,None,Mave,13,0.5,100,BIC,0.1001,0
5,None,Mave,13,0.5,100,BIC,0.0643,0
6,None,Mave,13,0.5,100,BIC,0.0738,0
7,None,Mave,13,0.5,100,BIC,0.4944,0
8,None,Mave,13,0.5,100,BIC,0.242,0
9,None,Mave,13,0.5,100,BIC,0.2794,0
10,None,Mave,13,0.5,100,BIC,0.1577,0
11,None,Mave,13,0.5,100,BIC,0.2836,0
12,None,Mave,13,0.5,100,BIC,0.4457,0
13,None,Mave,13,0.5,100,BIC,0.3485,0
14,None,Mave,13,0.5,100,BIC,0.0338,0
15,None,Mave,13,0.5,100,BIC,0.2868,0
16,None,Mave,13,0.5,100,BIC,0.1712,0
17,None,Mave,13,0.5,100,BIC,0.8844,1
18,None,Mave,13,0.5,100,BIC,0.8082,1
19,None,Mave,13,0.5,100,BIC,0.4944,0
20,None,Mave,13,0.5,100,BIC,0.2088,0
21,None,Mave,13,0.5,100,BIC,0.43,0
22,None,Mave,13,0.5,100,BIC,0.4255,0
23,None,Mave,13,0.5,100,BIC,0.0547,0
24,None,Mave,13,0.5,100,BIC,0.7714,1
25,None,Mave,13,0.5,100,BIC,0.1583,0
26,None,Mave,13,0.5,100,BIC,0.2269,0
27,None,Mave,13,0.5,100,BIC,0.3875,0
28,None,Mave,13,0.5,100,BIC,0.3744,0
29,None,Mave,13,0.5,100,BIC,0.266,0
30,None,Mave,13,0.5,100,BIC,0.1888,0
31,None,Mave,13,0.5,100,BIC,0.2857,0
32,None,Mave,13,0.5,100,BIC,0.2549,0
33,None,Mave,13,0.5,100,BIC,0.6157,1
34,None,Mave,13,0.5,100,BIC,0.242,0
35,None,Mave,13,0.5,100,BIC,0.4276,0
36,None,Mave,13,0.5,100,BIC,0.3198,0
37,None,Mave,13,0.5,100,BIC,0.7712,1
38,None,Mave,13,0.5,100,BIC,0.9481,1
39,None,Mave,13,0.5,100,BIC,0.1248,0
40,None,Mave,13,0.5,100,BIC,0.2044,0
41,None,Mave,13,0.5,100,BIC,0.5805,1
42,None,Mave,13,0.5,100,BIC,0.1443,0
43,None,Mave,13,0.5,100,BIC,0.09,0
44,None,Mave,13,0.5,100,BIC,0.7935,1
45,None,Mave,13,0.5,100,BIC,0.1358,0
46,None,Mave,13,0.5,100,BIC,0.1328,0
47,None,Mave,13,0.5,100,BIC,0.1239,0
48,None,Mave,13,0.5,100,BIC,0.4534,0
49,None,Mave,13,0.5,100,BIC,0.7747,1
50,None,Mave,13,0.5,100,BIC,0.1017,0
1,None,Mave,2,0.5,100,BIC,0.8293,1
2,None,Mave,2,0.5,100,BIC,0.86,1
3,None,Mave,2,0.5,100,BIC,0.8685,1
4,None,Mave,2,0.5,100,BIC,0.8818,1
5,None,Mave,2,0.5,100,BIC,0.8775,1
6,None,Mave,2,0.5,100,BIC,0.9124,1
7,None,Mave,2,0.5,100,BIC,0.9052,1
8,None,Mave,2,0.5,100,BIC,0.8725,1
9,None,Mave,2,0.5,100,BIC,0.9011,1
10,None,Mave,2,0.5,100,BIC,0.6979,1
11,None,Mave,2,0.5,100,BIC,0.8528,1
12,None,Mave,2,0.5,100,BIC,0.8573,1
13,None,Mave,2,0.5,100,BIC,0.8696,1
14,None,Mave,2,0.5,100,BIC,0.9069,1
15,None,Mave,2,0.5,100,BIC,0.844,1
16,None,Mave,2,0.5,100,BIC,0.8681,1
17,None,Mave,2,0.5,100,BIC,0.8708,1
18,None,Mave,2,0.5,100,BIC,0.8986,1
19,None,Mave,2,0.5,100,BIC,0.2776,0
20,None,Mave,2,0.5,100,BIC,0.8961,1
21,None,Mave,2,0.5,100,BIC,0.885,1
22,None,Mave,2,0.5,100,BIC,0.8806,1
23,None,Mave,2,0.5,100,BIC,0.8913,1
24,None,Mave,2,0.5,100,BIC,0.8926,1
25,None,Mave,2,0.5,100,BIC,0.8598,1
26,None,Mave,2,0.5,100,BIC,0.879,1
27,None,Mave,2,0.5,100,BIC,0.8525,1
28,None,Mave,2,0.5,100,BIC,0.7491,1
29,None,Mave,2,0.5,100,BIC,0.8793,1
30,None,Mave,2,0.5,100,BIC,0.2892,0
31,None,Mave,2,0.5,100,BIC,0.3993,0
32,None,Mave,2,0.5,100,BIC,0.8698,1
33,None,Mave,2,0.5,100,BIC,0.8476,1
34,None,Mave,2,0.5,100,BIC,0.8725,1
35,None,Mave,2,0.5,100,BIC,0.8883,1
36,None,Mave,2,0.5,100,BIC,0.9186,1
37,None,Mave,2,0.5,100,BIC,0.8619,1
38,None,Mave,2,0.5,100,BIC,0.8752,1
39,None,Mave,2,0.5,100,BIC,0.8772,1
40,None,Mave,2,0.5,100,BIC,0.8979,1
41,None,Mave,2,0.5,100,BIC,0.8812,1
42,None,Mave,2,0.5,100,BIC,0.9031,1
43,None,Mave,2,0.5,100,BIC,0.8722,1
44,None,Mave,2,0.5,100,BIC,0.8771,1
45,None,Mave,2,0.5,100,BIC,0.8737,1
46,None,Mave,2,0.5,100,BIC,0.7014,1
47,None,Mave,2,0.5,100,BIC,0.695,1
48,None,Mave,2,0.5,100,BIC,0.8929,1
49,None,Mave,2,0.5,100,BIC,0.8942,1
50,None,Mave,2,0.5,100,BIC,0.8984,1
1,None,Mave,7,0.5,100,BIC,0.7021,1
2,None,Mave,7,0.5,100,BIC,0.6757,1
3,None,Mave,7,0.5,100,BIC,0.9048,1
4,None,Mave,7,0.5,100,BIC,0.0585,0
5,None,Mave,7,0.5,100,BIC,0.6194,1
6,None,Mave,7,0.5,100,BIC,0.5338,1
7,None,Mave,7,0.5,100,BIC,0.793,1
8,None,Mave,7,0.5,100,BIC,0.7333,1
9,None,Mave,7,0.5,100,BIC,0.5584,1
10,None,Mave,7,0.5,100,BIC,0.5953,1
11,None,Mave,7,0.5,100,BIC,0.7047,1
12,None,Mave,7,0.5,100,BIC,0.8252,1
13,None,Mave,7,0.5,100,BIC,0.8632,1
14,None,Mave,7,0.5,100,BIC,0.9185,1
15,None,Mave,7,0.5,100,BIC,0.4488,0
16,None,Mave,7,0.5,100,BIC,0.2786,0
17,None,Mave,7,0.5,100,BIC,0.9043,1
18,None,Mave,7,0.5,100,BIC,0.8784,1
19,None,Mave,7,0.5,100,BIC,0.8886,1
20,None,Mave,7,0.5,100,BIC,0.3855,0
21,None,Mave,7,0.5,100,BIC,0.588,1
22,None,Mave,7,0.5,100,BIC,0.2451,0
23,None,Mave,7,0.5,100,BIC,0.5159,1
24,None,Mave,7,0.5,100,BIC,0.1585,0
25,None,Mave,7,0.5,100,BIC,0.4651,0
26,None,Mave,7,0.5,100,BIC,0.3959,0
27,None,Mave,7,0.5,100,BIC,0.6172,1
28,None,Mave,7,0.5,100,BIC,0.3837,0
29,None,Mave,7,0.5,100,BIC,0.3129,0
30,None,Mave,7,0.5,100,BIC,0.9078,1
31,None,Mave,7,0.5,100,BIC,0.7158,1
32,None,Mave,7,0.5,100,BIC,0.6225,1
33,None,Mave,7,0.5,100,BIC,0.9024,1
34,None,Mave,7,0.5,100,BIC,0.7333,1
35,None,Mave,7,0.5,100,BIC,0.3565,0
36,None,Mave,7,0.5,100,BIC,0.0823,0
37,None,Mave,7,0.5,100,BIC,0.3057,0
38,None,Mave,7,0.5,100,BIC,0.8258,1
39,None,Mave,7,0.5,100,BIC,0.2113,0
40,None,Mave,7,0.5,100,BIC,0.6901,1
41,None,Mave,7,0.5,100,BIC,0.9125,1
42,None,Mave,7,0.5,100,BIC,0.1826,0
43,None,Mave,7,0.5,100,BIC,0.095,0
44,None,Mave,7,0.5,100,BIC,0.7961,1
45,None,Mave,7,0.5,100,BIC,0.873,1
46,None,Mave,7,0.5,100,BIC,0.4392,0
47,None,Mave,7,0.5,100,BIC,0.0559,0
48,None,Mave,7,0.5,100,BIC,0.8031,1
49,None,Mave,7,0.5,100,BIC,0.4406,0
50,None,Mave,7,0.5,100,BIC,0.0171,0
1,None,Mave,13,0.8,100,AIC,0.053,0
2,None,Mave,13,0.8,100,AIC,0.0498,0
3,None,Mave,13,0.8,100,AIC,0.0584,0
4,None,Mave,13,0.8,100,AIC,0.0571,0
5,None,Mave,13,0.8,100,AIC,0.0495,0
6,None,Mave,13,0.8,100,AIC,0.0312,0
7,None,Mave,13,0.8,100,AIC,0.0455,0
8,None,Mave,13,0.8,100,AIC,0.0837,0
9,None,Mave,13,0.8,100,AIC,0.0649,0
10,None,Mave,13,0.8,100,AIC,0.0328,0
11,None,Mave,13,0.8,100,AIC,0.0562,0
12,None,Mave,13,0.8,100,AIC,0.0389,0
13,None,Mave,13,0.8,100,AIC,0.0474,0
14,None,Mave,13,0.8,100,AIC,0.0359,0
15,None,Mave,13,0.8,100,AIC,0.0395,0
16,None,Mave,13,0.8,100,AIC,0.0601,0
17,None,Mave,13,0.8,100,AIC,0.0904,0
18,None,Mave,13,0.8,100,AIC,0.0585,0
19,None,Mave,13,0.8,100,AIC,0.0397,0
20,None,Mave,13,0.8,100,AIC,0.0375,0
21,None,Mave,13,0.8,100,AIC,0.0472,0
22,None,Mave,13,0.8,100,AIC,0.0407,0
23,None,Mave,13,0.8,100,AIC,0.031,0
24,None,Mave,13,0.8,100,AIC,0.0525,0
25,None,Mave,13,0.8,100,AIC,0.0357,0
26,None,Mave,13,0.8,100,AIC,0.0543,0
27,None,Mave,13,0.8,100,AIC,0.0411,0
28,None,Mave,13,0.8,100,AIC,0.0633,0
29,None,Mave,13,0.8,100,AIC,0.0508,0
30,None,Mave,13,0.8,100,AIC,0.074,0
31,None,Mave,13,0.8,100,AIC,0.042,0
32,None,Mave,13,0.8,100,AIC,0.0499,0
33,None,Mave,13,0.8,100,AIC,0.0691,0
