"time_to_true","agent","network"
3.45831365425653,"All","lattice"
5.51383012289047,"All","lattice"
6.66447621227339,"All","lattice"
5.47424512661714,"All","lattice"
3.32175784534796,"All","lattice"
3.69494440503629,"All","lattice"
5.14336988669616,"All","lattice"
3.683223915379,"All","lattice"
4.39513305516583,"All","lattice"
4.37929189894921,"All","lattice"
0.848311728415629,"All","lattice"
1.66622970842414,"All","lattice"
1.07158042249277,"All","lattice"
5.28276240512188,"All","lattice"
3.68205090596981,"All","lattice"
2.95020383675671,"All","lattice"
2.04207467084834,"All","lattice"
6.29949300308577,"All","lattice"
4.60512039516206,"All","lattice"
4.05859546348297,"All","lattice"
6.98283953140801,"All","lattice"
3.34628525889816,"All","lattice"
4.02123116728401,"All","lattice"
2.59244296627376,"All","lattice"
1.94494310867266,"All","lattice"
4.78831672971345,"All","lattice"
6.22133164110179,"All","lattice"
5.53838156929228,"All","lattice"
3.89467070845827,"All","lattice"
2.32613796785046,"All","lattice"
3.38827392960673,"All","lattice"
2.74183160124283,"All","lattice"
6.07644670433361,"All","lattice"
2.28457102487028,"All","lattice"
2.67592228120776,"All","lattice"
4.77242725727193,"All","lattice"
2.64911635551149,"All","lattice"
3.56637606230885,"All","lattice"
3.72454441415852,"All","lattice"
3.09814996583089,"All","lattice"
8.25001958962278,"All","lattice"
7.00805575551659,"All","lattice"
3.75871492896196,"All","lattice"
4.11324600093027,"All","lattice"
1.55379695574553,"All","lattice"
4.67799511707883,"All","lattice"
4.19424915385543,"All","lattice"
4.46429870400713,"All","lattice"
4.25822080648532,"All","lattice"
5.06248889099504,"All","lattice"
1.62324242619219,"All","lattice"
6.25962679186948,"All","lattice"
3.18252019692876,"All","lattice"
2.00893286364522,"All","lattice"
4.56816090928328,"All","lattice"
3.06795237454687,"All","lattice"
2.46860035095758,"All","lattice"
5.0211629955049,"All","lattice"
4.18933281354093,"All","lattice"
7.24932561253669,"All","lattice"
3.17232792593242,"All","lattice"
2.92194306956115,"All","lattice"
3.62148414330884,"All","lattice"
1.68662902999782,"All","lattice"
3.35022547498795,"All","lattice"
5.9651049858701,"All","lattice"
1.43194549148866,"All","lattice"
3.40482283444246,"All","lattice"
5.63354709915759,"All","lattice"
2.75586057961106,"All","lattice"
3.94954935463756,"All","lattice"
2.53361649791801,"All","lattice"
0.0390833199218923,"All","lattice"
5.04083317616476,"All","lattice"
4.23121448669941,"All","lattice"
0.991109730279694,"All","lattice"
4.33140760996604,"All","lattice"
4.71125853510711,"All","lattice"
6.7175980680458,"All","lattice"
5.17386315719433,"All","lattice"
2.83227429334229,"All","lattice"
2.73126691803747,"All","lattice"
4.76832232169484,"All","lattice"
4.84905751409231,"All","lattice"
7.94726180217065,"All","lattice"
7.44000380676281,"All","lattice"
4.52163894929006,"All","lattice"
1.6192947628722,"All","lattice"
5.63665597131646,"All","lattice"
0.989720404227572,"All","lattice"
3.37564395153899,"All","lattice"
3.44078751515479,"All","lattice"
5.73341262513722,"All","lattice"
5.36823777678665,"All","lattice"
3.96436628542436,"All","lattice"
2.94437952452566,"All","lattice"
2.18455786551183,"All","lattice"
4.80817403327051,"All","lattice"
3.13014644997829,"All","lattice"
3.9109285758548,"All","lattice"
2.76575126023577,"All","lattice"
6.09675945535423,"All","lattice"
6.48011399180501,"All","lattice"
3.40929635645386,"All","lattice"
5.56230743178903,"All","lattice"
6.66690525604129,"All","lattice"
5.32493780562056,"All","lattice"
3.9524049997663,"All","lattice"
2.03186568265413,"All","lattice"
6.32158323295389,"All","lattice"
3.3206926114924,"All","lattice"
3.17125643086366,"All","lattice"
5.10476158073361,"All","lattice"
4.97653349676805,"All","lattice"
6.46424573391673,"All","lattice"
4.62414235174934,"All","lattice"
6.51154880970983,"All","lattice"
3.39372023246548,"All","lattice"
4.67032897340161,"All","lattice"
3.56819356125565,"All","lattice"
4.23751603949221,"All","lattice"
7.65965103664659,"All","lattice"
3.73534119328135,"All","lattice"
5.3309167437645,"All","lattice"
3.28100417610259,"All","lattice"
5.19385032698183,"All","lattice"
2.63897677932339,"All","lattice"
4.5201120417274,"All","lattice"
2.72024926274951,"All","lattice"
3.92233985195899,"All","lattice"
3.49754603649801,"All","lattice"
3.92020357308623,"All","lattice"
5.31061762990655,"All","lattice"
7.04692637127007,"All","lattice"
5.12398351569113,"All","lattice"
4.60654103503013,"All","lattice"
7.12188031263969,"All","lattice"
0.273294842038003,"All","lattice"
3.4175406446038,"All","lattice"
7.42418011267855,"All","lattice"
3.0784722332256,"All","lattice"
2.94337980254532,"All","lattice"
9.34736881914359,"All","lattice"
3.98904065352892,"All","lattice"
4.14254245805624,"All","lattice"
4.53749153714151,"All","lattice"
4.24427039212739,"All","lattice"
4.12157534495988,"All","lattice"
1.12628844693739,"All","lattice"
1.89336411637841,"All","lattice"
7.6335500596829,"All","lattice"
5.52903418321658,"All","lattice"
5.60490546806768,"All","lattice"
3.03768444462459,"All","lattice"
4.75588286322525,"All","lattice"
3.71722271320571,"All","lattice"
4.4086915264962,"All","lattice"
1.93207608051619,"All","lattice"
4.3346133806183,"All","lattice"
2.08339357699062,"All","lattice"
2.95802965886933,"All","lattice"
5.4721377983321,"All","lattice"
0.449243250972481,"All","lattice"
4.07706012591936,"All","lattice"
6.86473685294861,"All","lattice"
1.16454380767945,"All","lattice"
3.35359669032471,"All","lattice"
1.92769309182561,"All","lattice"
8.99831525804267,"All","lattice"
3.15621324493059,"All","lattice"
3.68717750931742,"All","lattice"
4.0328422479167,"All","lattice"
4.20750482153691,"All","lattice"
5.45654637561704,"All","lattice"
4.24759006397924,"All","lattice"
5.79476699255987,"All","lattice"
4.52534257731415,"All","lattice"
4.20910876816853,"All","lattice"
4.94124527488061,"All","lattice"
0.913409791489637,"All","lattice"
1.36587322388318,"All","lattice"
3.37479094207303,"All","lattice"
3.38927436981812,"All","lattice"
7.38053258063915,"All","lattice"
2.82518034334304,"All","lattice"
1.63459325251748,"All","lattice"
7.09090792100547,"All","lattice"
4.86018208265758,"All","lattice"
6.20234317383937,"All","lattice"
2.92328123570925,"All","lattice"
6.03833884087754,"All","lattice"
2.38115666240177,"All","lattice"
3.10280972390619,"All","lattice"
5.77189133507794,"All","lattice"
1.93899465071646,"All","lattice"
5.58197957950457,"All","lattice"
5.62660919065772,"All","lattice"
5.71934561539661,"All","lattice"
3.42141197143329,"All","lattice"
3.77931681778897,"All","lattice"
5.0891559405377,"All","lattice"
4.81008781603943,"All","lattice"
2.82691165417097,"All","lattice"
5.09750160924651,"All","lattice"
3.1723000529595,"All","lattice"
3.89942609756572,"All","lattice"
4.1674517731541,"All","lattice"
2.88152806361571,"All","lattice"
6.92259086255032,"All","lattice"
4.00201191900339,"All","lattice"
4.39495345979171,"All","lattice"
4.89344655790477,"All","lattice"
5.84953551300744,"All","lattice"
4.79565918505015,"All","lattice"
2.88674281365854,"All","lattice"
8.61432524834967,"All","lattice"
3.70189756722342,"All","lattice"
0.788453759142826,"All","lattice"
5.49049835501607,"All","lattice"
9.09498578450111,"All","lattice"
3.2290215748656,"All","lattice"
4.08338618635182,"All","lattice"
4.72185908166264,"All","lattice"
3.40892769125863,"All","lattice"
2.98593675343234,"All","lattice"
2.91513689465665,"All","lattice"
3.38206018314306,"All","lattice"
3.18797431060283,"All","lattice"
4.0859885356187,"All","lattice"
2.74645161520154,"All","lattice"
6.12622028973732,"All","lattice"
3.75419974980849,"All","lattice"
3.17406843154918,"All","lattice"
5.3402418185722,"All","lattice"
4.97882669375811,"All","lattice"
3.76478172139995,"All","lattice"
5.79038135479971,"All","lattice"
5.1850067137303,"All","lattice"
4.26339615936398,"All","lattice"
4.64185974470342,"All","lattice"
6.74339413082138,"All","lattice"
3.18990902862325,"All","lattice"
5.07752100801009,"All","lattice"
5.061721757001,"All","lattice"
2.34225855912568,"All","lattice"
4.15220297427778,"All","lattice"
5.33344149340036,"All","lattice"
2.42873766831723,"All","lattice"
5.56371931539811,"All","lattice"
1.9116823265909,"All","lattice"
4.35852104545229,"All","lattice"
2.6399119449176,"All","lattice"
6.78904708271547,"All","lattice"
7.06895470116425,"All","lattice"
0.579376260511495,"All","lattice"
6.20942048846798,"All","lattice"
4.40641958292887,"All","lattice"
2.77802556532262,"All","lattice"
0.956324419792843,"All","lattice"
3.34915341710948,"All","lattice"
2.05538524940117,"All","lattice"
2.56169136380618,"All","lattice"
2.4988905934142,"All","lattice"
7.69672563192693,"All","lattice"
2.8985118443471,"All","lattice"
6.36403120763156,"All","lattice"
3.32284571314047,"All","lattice"
4.31102259883317,"All","lattice"
3.36703779026347,"All","lattice"
1.73355309287075,"All","lattice"
5.45056756408672,"All","lattice"
2.34513532968131,"All","lattice"
5.49343504260795,"All","lattice"
6.06241543243171,"All","lattice"
1.56036810646126,"All","lattice"
3.59317268288798,"All","lattice"
4.96802830137882,"All","lattice"
3.12534574032768,"All","lattice"
2.1558557050391,"All","lattice"
4.51610805417341,"All","lattice"
1.69828406183097,"All","lattice"
4.70264428799444,"All","lattice"
6.19545997697136,"All","lattice"
6.25038877531207,"All","lattice"
5.8459936112024,"All","lattice"
2.36959123890676,"All","lattice"
3.34420659990436,"All","lattice"
3.98476867268987,"All","lattice"
3.75056492632903,"All","lattice"
5.23395690814046,"All","lattice"
4.10085653485802,"All","lattice"
0.118921045611081,"All","lattice"
6.50295507018493,"All","lattice"
6.88270672630276,"All","lattice"
3.37847823615004,"All","lattice"
2.24951738773118,"All","lattice"
7.14304477266879,"All","lattice"
5.45523771908247,"All","lattice"
3.19866836146989,"All","lattice"
1.31629992380594,"All","lattice"
6.75259708268009,"All","lattice"
3.77978821856306,"All","lattice"
4.48125595486284,"All","lattice"
5.47229332052051,"All","lattice"
5.21822297589638,"All","lattice"
4.32976066264736,"All","lattice"
3.30582779918117,"All","lattice"
5.03216913135831,"All","lattice"
3.61028114459923,"All","lattice"
6.70659885028674,"All","lattice"
2.4478605388437,"All","lattice"
0.131439651673006,"All","lattice"
5.64615247180706,"All","lattice"
5.98034592980503,"All","lattice"
3.61640909329576,"All","lattice"
4.82274307365552,"All","lattice"
6.90335176775822,"All","lattice"
4.50445038186816,"All","lattice"
3.53064580419567,"All","lattice"
5.43748703193129,"All","lattice"
5.81067082357722,"All","lattice"
4.09711920011391,"All","lattice"
3.35312762500256,"All","lattice"
1.95597329819391,"All","lattice"
4.27145177665449,"All","lattice"
4.1669249057981,"All","lattice"
5.91192301989354,"All","lattice"
4.74561572012035,"All","lattice"
4.88511168399568,"All","lattice"
3.83974941620421,"All","lattice"
4.63059783658142,"All","lattice"
4.02195626190874,"All","lattice"
4.66268922394955,"All","lattice"
3.65383704807665,"All","lattice"
4.64626384515046,"All","lattice"
7.27528525762874,"All","lattice"
5.3704189719841,"All","lattice"
4.1170151011643,"All","lattice"
5.74229564470419,"All","lattice"
4.48168709173176,"All","lattice"
4.31756574610093,"All","lattice"
6.19207235522268,"All","lattice"
2.32965040358194,"All","lattice"
2.59157726176386,"All","lattice"
4.68932450613258,"All","lattice"
4.02510784036064,"All","lattice"
4.05383978864138,"All","lattice"
6.82822213619965,"All","lattice"
4.30771638800224,"All","lattice"
6.05024139914035,"All","lattice"
4.08433770595281,"All","lattice"
2.3151991838449,"All","lattice"
3.72855793605419,"All","lattice"
4.48027426813262,"All","lattice"
2.66363150439956,"All","lattice"
4.13773374748201,"All","lattice"
4.65987143626199,"All","lattice"
1.57894891766548,"All","lattice"
3.46228528312364,"All","lattice"
3.67152564277708,"All","lattice"
8.34810478184338,"All","lattice"
2.96386187029831,"All","lattice"
4.97885428395275,"All","lattice"
4.50778718287426,"All","lattice"
2.86369905343466,"All","lattice"
3.74355970422153,"All","lattice"
3.54120136941978,"All","lattice"
5.38927753771462,"All","lattice"
4.44849221977681,"All","lattice"
5.6547345219498,"All","lattice"
2.32209942414289,"All","lattice"
6.12975693297566,"All","lattice"
3.63379596349909,"All","lattice"
3.43845225417985,"All","lattice"
2.06684516192179,"All","lattice"
3.6143638430649,"All","lattice"
3.89988240181732,"All","lattice"
5.73178439936979,"All","lattice"
4.46720246081319,"All","lattice"
4.26862535477112,"All","lattice"
1.9208325713719,"All","lattice"
5.2450581871399,"All","lattice"
3.37989989701354,"All","lattice"
4.01659351166215,"All","lattice"
3.42929317765538,"All","lattice"
3.62271856467507,"All","lattice"
0.921421666149362,"All","lattice"
3.81528870670847,"All","lattice"
2.33903782524254,"All","lattice"
4.37484958311633,"All","lattice"
4.19094207957705,"All","lattice"
3.54533339772752,"All","lattice"
3.82426024286209,"All","lattice"
1.16179201458794,"All","lattice"
3.29449673461988,"All","lattice"
3.6690532733726,"All","lattice"
4.37420726256994,"All","lattice"
4.05998585842313,"All","lattice"
0.486414261576225,"All","lattice"
2.6288179468331,"All","lattice"
5.55639808412877,"All","lattice"
2.07759212978693,"All","lattice"
2.28882613768403,"All","lattice"
3.26882076832866,"All","lattice"
3.52807302175422,"All","lattice"
1.86076048060626,"All","lattice"
7.71535257183748,"All","lattice"
4.06805173632977,"All","lattice"
2.30098957070288,"All","lattice"
2.87239652072469,"All","lattice"
5.1159442485204,"All","lattice"
1.00343979168378,"All","lattice"
4.18884118893442,"All","lattice"
2.74550781728136,"All","lattice"
3.39464777226557,"All","lattice"
2.03224134419251,"All","lattice"
5.17992253794428,"All","lattice"
2.53357560688242,"All","lattice"
4.60189702137816,"All","lattice"
5.53420839906966,"All","lattice"
5.92959561177288,"All","lattice"
5.60144016343986,"All","lattice"
5.01472405799194,"All","lattice"
4.15451778531523,"All","lattice"
3.7804816800046,"All","lattice"
1.28186509639903,"All","lattice"
4.98900662286116,"All","lattice"
3.02179846729288,"All","lattice"
3.40643068749527,"All","lattice"
6.70488441162524,"All","lattice"
4.7940749287667,"All","lattice"
3.79942048807703,"All","lattice"
6.39038744353187,"All","lattice"
0.173694399560898,"All","lattice"
4.10072057982226,"All","lattice"
4.78777924101202,"All","lattice"
6.30096120726215,"All","lattice"
5.11044201004316,"All","lattice"
5.35056508613758,"All","lattice"
6.01118949254186,"All","lattice"
4.46384065579755,"All","lattice"
2.22941649489151,"All","lattice"
5.64078005751579,"All","lattice"
5.07107348257716,"All","lattice"
0.990318706078436,"All","lattice"
4.00753135243701,"All","lattice"
3.94609252002824,"All","lattice"
4.60890920087198,"All","lattice"
7.49886534524808,"All","lattice"
1.23986021915648,"All","lattice"
1.85340148710175,"All","lattice"
5.11791626020699,"All","lattice"
3.43888076358433,"All","lattice"
1.09894632843038,"All","lattice"
1.30415746108846,"All","lattice"
4.4402237916569,"All","lattice"
5.67001843868725,"All","lattice"
4.13473917292713,"All","lattice"
3.85506011990052,"All","lattice"
3.03984560047385,"All","lattice"
3.70130352617601,"All","lattice"
3.33854310763035,"All","lattice"
2.05049046278888,"All","lattice"
4.77995823643726,"All","lattice"
3.093753843701,"All","lattice"
5.75913065321785,"All","lattice"
4.35686071120225,"All","lattice"
1.54567778119568,"All","lattice"
3.4262338249873,"All","lattice"
4.40623768972675,"All","lattice"
4.20810614648271,"All","lattice"
3.14849475152018,"All","lattice"
5.1345941871432,"All","lattice"
4.18102354762463,"All","lattice"
5.30256905702518,"All","lattice"
3.82425943465808,"All","lattice"
5.63426488978688,"All","lattice"
1.90717422228137,"All","lattice"
5.40541293589465,"All","lattice"
2.57872387379503,"All","lattice"
6.73462895586744,"All","lattice"
3.79160372791922,"All","lattice"
4.34741845129725,"All","lattice"
5.1138649656889,"All","lattice"
9.42967030031593,"All","lattice"
5.09991985814988,"All","lattice"
4.47444127969626,"All","lattice"
5.81477742791865,"All","lattice"
5.40021607468003,"All","lattice"
3.44916323656522,"All","lattice"
6.07970608119079,"All","lattice"
2.06239799249991,"All","lattice"
3.46873139477832,"All","lattice"
7.25066198333397,"All","lattice"
4.94284223508803,"All","lattice"
2.27774235402477,"All","lattice"
4.02304810196372,"All","lattice"
1.20026492902405,"All","lattice"
3.83661247543607,"All","lattice"
4.61699697372756,"All","lattice"
2.84886017947248,"All","lattice"
4.48273338070083,"All","lattice"
6.13272820259981,"All","lattice"
6.00841967928594,"All","lattice"
5.48246339429768,"All","lattice"
2.68014098457102,"All","lattice"
5.63334353807655,"All","lattice"
0.651214971900653,"All","lattice"
2.1270228884628,"All","lattice"
2.21532477987953,"All","lattice"
5.85430265601412,"All","lattice"
5.87358923863859,"All","lattice"
3.11531190947552,"All","lattice"
2.41022574986461,"All","lattice"
7.71586405704712,"All","lattice"
1.74755070335104,"All","lattice"
3.60268578741642,"All","lattice"
6.61935256709531,"All","lattice"
4.07131321624598,"All","lattice"
3.6286185259583,"All","lattice"
3.39605470846814,"All","lattice"
4.14576522564623,"All","lattice"
2.76507843936953,"All","lattice"
6.59108838546486,"All","lattice"
3.8807169487168,"All","lattice"
6.36891401760474,"All","lattice"
4.91085379820869,"All","lattice"
3.7841619380175,"All","lattice"
4.51724099130434,"All","lattice"
2.75422499265823,"All","lattice"
2.40564480647725,"All","lattice"
3.72971780160974,"All","lattice"
3.25830164342259,"All","lattice"
3.6381788690231,"All","lattice"
3.84889929230327,"All","lattice"
6.30060932490865,"All","lattice"
8.10005071780276,"All","lattice"
2.14177795613967,"All","lattice"
4.54504677963805,"All","lattice"
4.78970739122081,"All","lattice"
2.42875141781717,"All","lattice"
5.31387617017453,"All","lattice"
2.46036423732471,"All","lattice"
2.50101121361865,"All","lattice"
3.22248383432826,"All","lattice"
7.0365616386638,"All","lattice"
7.19128715478149,"All","lattice"
5.99768158824056,"All","lattice"
5.45703757751079,"All","lattice"
6.26926870133302,"All","lattice"
8.10958643294303,"All","lattice"
5.60088756006168,"All","lattice"
2.18543349524928,"All","lattice"
6.42838882767146,"All","lattice"
1.07440329300685,"All","lattice"
5.93717712029953,"All","lattice"
0.599468296428976,"All","lattice"
4.69640773305968,"All","lattice"
2.52260214179534,"All","lattice"
3.79025615013037,"All","lattice"
3.27622836425567,"All","lattice"
5.90765948881517,"All","lattice"
5.48528933122425,"All","lattice"
3.66610467234781,"All","lattice"
3.91624441856301,"All","lattice"
4.09887536344355,"All","lattice"
3.77327767833779,"All","lattice"
3.03801875318013,"All","lattice"
1.41084350926984,"All","lattice"
6.99585719849291,"All","lattice"
6.23354335492184,"All","lattice"
4.58036799070075,"All","lattice"
4.71241854566942,"All","lattice"
3.57628053572836,"All","lattice"
6.40930037338365,"All","lattice"
3.481347452564,"All","lattice"
3.05586973448329,"All","lattice"
2.59873613273693,"All","lattice"
0.317671384457703,"All","lattice"
2.24030846166722,"All","lattice"
6.58009312117588,"All","lattice"
6.37745744120349,"All","lattice"
8.38761940618703,"All","lattice"
1.97958422988223,"All","lattice"
7.14651546518659,"All","lattice"
3.91173154339361,"All","lattice"
2.22555513968478,"All","lattice"
4.91342884267439,"All","lattice"
3.36713931499764,"All","lattice"
3.58481063055683,"All","lattice"
2.66718090410594,"All","lattice"
6.48484603328694,"All","lattice"
1.89778758124713,"All","lattice"
3.62363812636612,"All","lattice"
1.53434300731278,"All","lattice"
3.1536266392011,"All","lattice"
4.9859682327522,"All","lattice"
2.36970996258752,"All","lattice"
6.05058589384453,"All","lattice"
1.1300557801642,"All","lattice"
1.08650699777813,"All","lattice"
4.04247618601208,"All","lattice"
3.90595286896141,"All","lattice"
4.01092281744728,"All","lattice"
5.61896687767961,"All","lattice"
3.63993634355345,"All","lattice"
4.33558596149749,"All","lattice"
2.78962862999005,"All","lattice"
5.32346699499956,"All","lattice"
5.59113535677934,"All","lattice"
3.11378453565647,"All","lattice"
3.42805997885898,"All","lattice"
6.36903480139939,"All","lattice"
5.41323552737166,"All","lattice"
7.29823887074169,"All","lattice"
3.53186646375817,"All","lattice"
4.12540045361066,"All","lattice"
1.5084043397581,"All","lattice"
4.37174709760415,"All","lattice"
5.59504473742281,"All","lattice"
4.80657096487326,"All","lattice"
3.35552690626394,"All","lattice"
5.80118293853862,"All","lattice"
4.26980184790944,"All","lattice"
2.71542149662571,"All","lattice"
3.92206568248297,"All","lattice"
3.57927645171075,"All","lattice"
5.54038081589921,"All","lattice"
5.38366918490276,"All","lattice"
3.93920683660008,"All","lattice"
4.69170394852087,"All","lattice"
4.90844767709701,"All","lattice"
4.70951369131679,"All","lattice"
4.13068832898659,"All","lattice"
5.09365439645634,"All","lattice"
5.23958545864743,"All","lattice"
3.10249318265024,"All","lattice"
6.06011770037511,"All","lattice"
2.55337054356791,"All","lattice"
3.58538151666103,"All","lattice"
3.89974997989775,"All","lattice"
4.24157527613908,"All","lattice"
1.30498480973959,"All","lattice"
5.54485053886453,"All","lattice"
2.0410420939343,"All","lattice"
3.69315633788205,"All","lattice"
3.490150433396,"All","lattice"
4.9715830924609,"All","lattice"
5.10816569943428,"All","lattice"
6.31382996799537,"All","lattice"
6.02838076527498,"All","lattice"
5.67033400686883,"All","lattice"
6.82948888311049,"All","lattice"
4.4449568320456,"All","lattice"
5.50403601300344,"All","lattice"
4.94627456430561,"All","lattice"
3.95286189507906,"All","lattice"
7.00883496600775,"All","lattice"
3.73063181178659,"All","lattice"
4.32291636433337,"All","lattice"
4.20631016322847,"All","lattice"
6.6596720570751,"All","lattice"
5.44534713297558,"All","lattice"
5.79953089716343,"All","lattice"
5.92676376307063,"All","lattice"
1.14515070684356,"All","lattice"
4.26994352478556,"All","lattice"
1.38312051029369,"All","lattice"
2.65058612611295,"All","lattice"
3.60796597154569,"All","lattice"
7.57558589528104,"All","lattice"
3.83276846106595,"All","lattice"
3.2085977157928,"All","lattice"
4.12163654126859,"All","lattice"
3.44927650056452,"All","lattice"
3.44504928498623,"All","lattice"
4.30820581549516,"All","lattice"
6.46029215009912,"All","lattice"
3.53565993744293,"All","lattice"
3.4162126908329,"All","lattice"
0.446603554411002,"All","lattice"
3.28861413326037,"All","lattice"
4.64581833238775,"All","lattice"
8.81682545022084,"All","lattice"
5.88746542029549,"All","lattice"
4.42560629706562,"All","lattice"
5.56650092727285,"All","lattice"
3.91648306735917,"All","lattice"
4.88080918163591,"All","lattice"
5.36896994971651,"All","lattice"
3.39325137487259,"All","lattice"
4.24432945216171,"All","lattice"
2.99787706185651,"All","lattice"
2.70208815587836,"All","lattice"
5.67102784976082,"All","lattice"
4.18001113132147,"All","lattice"
7.99452710542868,"All","lattice"
5.90905021584685,"All","lattice"
3.99931397833486,"All","lattice"
5.98942718371698,"All","lattice"
6.80367104084328,"All","lattice"
1.64181831786789,"All","lattice"
3.35354226478669,"All","lattice"
5.50833356757839,"All","lattice"
3.59888201248361,"All","lattice"
5.91331575124787,"All","lattice"
3.38564274268093,"All","lattice"
3.39428899050665,"All","lattice"
7.11977593803916,"All","lattice"
5.76935835914248,"All","lattice"
6.61568968840671,"All","lattice"
4.71707278266588,"All","lattice"
4.65883108461111,"All","lattice"
6.29630373029265,"All","lattice"
7.46358686666396,"All","lattice"
3.86559922347433,"All","lattice"
2.50372762644723,"All","lattice"
2.70616412962283,"All","lattice"
3.27025058696036,"All","lattice"
2.82203974633503,"All","lattice"
3.38680996469601,"All","lattice"
2.81934663430658,"All","lattice"
3.05365644944108,"All","lattice"
4.5748411296204,"All","lattice"
4.96787762381736,"All","lattice"
6.81330568017667,"All","lattice"
3.63966703047329,"All","lattice"
5.72747253670536,"All","lattice"
5.85726502225517,"All","lattice"
6.10052712139907,"All","lattice"
1.71031348006044,"All","lattice"
5.42472663610435,"All","lattice"
4.26185138345112,"All","lattice"
5.08328797691432,"All","lattice"
5.82922379208966,"All","lattice"
3.10826383617796,"All","lattice"
3.51461737837993,"All","lattice"
2.80511627802135,"All","lattice"
2.63443048758995,"All","lattice"
5.6154973299013,"All","lattice"
1.03359080146315,"All","lattice"
3.75788316940708,"All","lattice"
4.73936674109347,"All","lattice"
4.24853731710126,"All","lattice"
0.569247243476109,"All","lattice"
6.39308251624877,"All","lattice"
5.34119663419139,"All","lattice"
5.40276475842058,"All","lattice"
1.95346765569707,"All","lattice"
2.62592690821425,"All","lattice"
3.23212789346409,"All","lattice"
3.76463812696341,"All","lattice"
6.96352403224253,"All","lattice"
5.12490196567289,"All","lattice"
2.37378122996856,"All","lattice"
2.48868734015674,"All","lattice"
1.6287126745666,"All","lattice"
5.46255656327277,"All","lattice"
4.70870865942715,"All","lattice"
6.08860292921167,"All","lattice"
4.91728753193035,"All","lattice"
7.37526520340782,"All","lattice"
3.43314656030571,"All","lattice"
8.32532118546819,"All","lattice"
5.86450610320368,"All","lattice"
2.79293072517848,"All","lattice"
3.28796888146331,"All","lattice"
5.86212426905191,"All","lattice"
3.02722581545768,"All","lattice"
4.59688034617985,"All","lattice"
6.87416725047911,"All","lattice"
4.14143161495842,"All","lattice"
3.45858044708876,"All","lattice"
4.99509299367053,"All","lattice"
2.16633881490299,"All","lattice"
4.24427470683778,"All","lattice"
5.29327409918228,"All","lattice"
1.42385453702194,"All","lattice"
2.19023927965742,"All","lattice"
4.04720422806572,"All","lattice"
6.0879854773526,"All","lattice"
5.89682193266921,"All","lattice"
3.38516940397445,"All","lattice"
2.39522399268778,"All","lattice"
3.93697924121258,"All","lattice"
2.92110249179756,"All","lattice"
2.10683785182736,"All","lattice"
2.17562198289299,"All","lattice"
3.45657520288263,"All","lattice"
5.73555664236633,"All","lattice"
4.06742314201077,"All","lattice"
4.55127334759434,"All","lattice"
2.65862441760403,"All","lattice"
2.96159904134527,"All","lattice"
5.43311197089307,"All","lattice"
