"meantime","agent","network"
0.832623525534944,"All","small"
0.769562243803656,"All","small"
0.598649684385707,"All","small"
0.87725574166196,"All","small"
0.725052391717613,"All","small"
0.769460966643175,"All","small"
0.546209454029127,"All","small"
0.686004535583715,"All","small"
0.56386806202099,"All","small"
0.463420320950244,"All","small"
0.727813671008172,"All","small"
0.633754202610813,"All","small"
0.735632608727413,"All","small"
0.781937003450649,"All","small"
0.535592200825401,"All","small"
0.775180724505031,"All","small"
0.723853838211948,"All","small"
0.65614258362626,"All","small"
0.606676368964257,"All","small"
0.851395845780229,"All","small"
0.715075301053634,"All","small"
0.908843728305628,"All","small"
0.842204211955009,"All","small"
0.824158892409763,"All","small"
0.63135062560525,"All","small"
0.80344866212852,"All","small"
0.706247924462404,"All","small"
0.666675052853423,"All","small"
0.562873319327768,"All","small"
0.614395127561094,"All","small"
0.536138543234658,"All","small"
0.841739550256647,"All","small"
0.664859682422537,"All","small"
0.795878900697276,"All","small"
0.502552563994514,"All","small"
0.801895238867494,"All","small"
0.726955148445797,"All","small"
0.840262714295403,"All","small"
0.660305775767366,"All","small"
0.677087400038182,"All","small"
0.52845982343811,"All","small"
0.785877495334238,"All","small"
0.714896601921058,"All","small"
0.676145344735186,"All","small"
0.686182769567483,"All","small"
0.750846534781055,"All","small"
0.76558909882462,"All","small"
0.647486745615771,"All","small"
0.851783631678007,"All","small"
0.861117271377296,"All","small"
0.668138637401708,"All","small"
0.703562024229581,"All","small"
0.723241855673735,"All","small"
0.710434293141407,"All","small"
0.640205331755292,"All","small"
0.701125384730539,"All","small"
0.751603809492253,"All","small"
0.815425632905754,"All","small"
0.923527193139532,"All","small"
0.685104175050373,"All","small"
0.534567322211381,"All","small"
0.847067332213774,"All","small"
0.531364705028306,"All","small"
0.733392787173573,"All","small"
0.856941799417032,"All","small"
0.620706689860402,"All","small"
0.755349110653791,"All","small"
0.672158699740543,"All","small"
0.708517437180253,"All","small"
0.796634496933447,"All","small"
0.696999057175406,"All","small"
0.657794683317381,"All","small"
0.754736043487364,"All","small"
0.72473494957414,"All","small"
0.753525186216474,"All","small"
0.915752720499505,"All","small"
0.729173717263594,"All","small"
0.684346117778655,"All","small"
0.62456233469128,"All","small"
0.62142644099475,"All","small"
0.768562690860313,"All","small"
0.69692648209984,"All","small"
0.659994112300928,"All","small"
0.567421999211787,"All","small"
0.826245760225106,"All","small"
0.603232238800481,"All","small"
0.831148973631667,"All","small"
0.742985046107033,"All","small"
0.888266526745751,"All","small"
0.705709678101599,"All","small"
0.887999194587533,"All","small"
0.703669339384096,"All","small"
0.626620778036623,"All","small"
0.931053293967918,"All","small"
0.779225665699195,"All","small"
0.709779402153933,"All","small"
0.830939524647039,"All","small"
0.704263413235033,"All","small"
0.502350155018697,"All","small"
0.715893268930759,"All","small"
0.753433326297857,"All","small"
0.681800221376238,"All","small"
0.736460603461552,"All","small"
0.558223381306032,"All","small"
0.744551182888133,"All","small"
0.617135730454853,"All","small"
0.6945654153488,"All","small"
0.715859099195161,"All","small"
0.666801759903341,"All","small"
0.768473223929055,"All","small"
0.940168878220553,"All","small"
0.687409275974127,"All","small"
0.734816784527939,"All","small"
0.712037388322342,"All","small"
0.689223584506669,"All","small"
0.493214375203838,"All","small"
0.858329806647598,"All","small"
0.811481436260816,"All","small"
0.822652556495758,"All","small"
0.761040062906868,"All","small"
0.672981624724097,"All","small"
0.762289934413846,"All","small"
0.699500828121667,"All","small"
0.618587913065741,"All","small"
0.835222666236477,"All","small"
0.730436874529414,"All","small"
0.683842345025269,"All","small"
0.627990742611852,"All","small"
0.623797002904556,"All","small"
0.833323650163785,"All","small"
0.764782324794051,"All","small"
0.818397787570851,"All","small"
0.908770845257001,"All","small"
0.689792834090712,"All","small"
0.717050492842237,"All","small"
0.768530111976738,"All","small"
0.588838729795033,"All","small"
0.658204681990081,"All","small"
0.891940895907947,"All","small"
0.650467481007667,"All","small"
0.701360939704728,"All","small"
0.586603821046162,"All","small"
0.812245847618497,"All","small"
0.682992063616584,"All","small"
0.452949184228991,"All","small"
0.969897224655095,"All","small"
0.737328624857046,"All","small"
0.781888981742763,"All","small"
0.715799211590085,"All","small"
0.792301576924527,"All","small"
0.747732434377,"All","small"
0.773060221948659,"All","small"
0.529394056738381,"All","small"
0.592024342788083,"All","small"
0.665785652672609,"All","small"
0.658825235435462,"All","small"
0.684230113543684,"All","small"
0.794956631756823,"All","small"
0.493939105712997,"All","small"
0.816913105445735,"All","small"
0.601395715602227,"All","small"
0.640780706529141,"All","small"
0.652745585558923,"All","small"
0.586332008376183,"All","small"
0.804758526302669,"All","small"
0.88647062993847,"All","small"
0.699506445505859,"All","small"
0.624170504361145,"All","small"
0.656154775472734,"All","small"
0.845826343103568,"All","small"
0.688102396588735,"All","small"
0.708565089686359,"All","small"
0.746360654348478,"All","small"
0.556831001721822,"All","small"
0.679102040176124,"All","small"
0.74201278468247,"All","small"
0.850264351834784,"All","small"
0.600252418744345,"All","small"
0.713199098653443,"All","small"
0.728538327605674,"All","small"
0.698895330491363,"All","small"
0.663129292536507,"All","small"
0.616144623650685,"All","small"
0.679110109697099,"All","small"
0.718483555124961,"All","small"
0.694551112662945,"All","small"
0.715078752709173,"All","small"
0.860863304051821,"All","small"
0.847250779115246,"All","small"
0.611229020893839,"All","small"
0.612926312677078,"All","small"
0.60198050870907,"All","small"
0.630232346505903,"All","small"
0.622930734327722,"All","small"
0.836728568601572,"All","small"
0.669771727530426,"All","small"
0.749140280112802,"All","small"
0.641514582006459,"All","small"
0.816311606097579,"All","small"
0.742570891378898,"All","small"
0.825108081311576,"All","small"
0.73520641593603,"All","small"
0.868028229223878,"All","small"
0.53886617609077,"All","small"
0.687234851144722,"All","small"
0.825678961047461,"All","small"
0.75497750773327,"All","small"
0.69483395188166,"All","small"
0.873513934669477,"All","small"
0.648863930960127,"All","small"
0.693078652054915,"All","small"
0.781143699056466,"All","small"
0.765436487941026,"All","small"
0.818985752177216,"All","small"
0.64905745185441,"All","small"
0.786767746632609,"All","small"
0.865421101460573,"All","small"
0.679172111025274,"All","small"
0.822048723129662,"All","small"
0.768969972758742,"All","small"
0.657658903012483,"All","small"
0.611894762508787,"All","small"
0.696245290874136,"All","small"
0.779005544039064,"All","small"
0.748056229757207,"All","small"
0.730306639879099,"All","small"
0.637276527969761,"All","small"
0.763196791994093,"All","small"
0.722824054186941,"All","small"
0.688732863743222,"All","small"
0.648321823453194,"All","small"
0.89126760597204,"All","small"
0.750072913369278,"All","small"
0.911447462447858,"All","small"
0.798816776602862,"All","small"
0.91965261978035,"All","small"
0.786204960249771,"All","small"
0.703086960404826,"All","small"
0.569498720270216,"All","small"
0.611972383742414,"All","small"
0.613395904446249,"All","small"
0.664119067682071,"All","small"
0.75329683483133,"All","small"
0.876568290661839,"All","small"
0.785919800438264,"All","small"
0.855451019660882,"All","small"
0.747400221129107,"All","small"
0.614132954874819,"All","small"
0.629983810335762,"All","small"
0.654761520394126,"All","small"
0.579611361273297,"All","small"
0.679584140281815,"All","small"
0.642178452362134,"All","small"
0.900210529592339,"All","small"
0.612738441676741,"All","small"
0.609362669534579,"All","small"
0.679753514903845,"All","small"
0.671204373041443,"All","small"
0.558448979132347,"All","small"
0.796882560009979,"All","small"
0.651157126797991,"All","small"
0.639418304860243,"All","small"
0.713389507713435,"All","small"
0.498273438394118,"All","small"
0.47562517131199,"All","small"
0.85478080332521,"All","small"
0.725233154036467,"All","small"
0.869767777886404,"All","small"
0.776153577906821,"All","small"
0.802806393280647,"All","small"
0.518408809064513,"All","small"
0.803290317240514,"All","small"
0.589717251879082,"All","small"
0.785130164635276,"All","small"
0.536955271333685,"All","small"
0.841344310835376,"All","small"
0.684495383430761,"All","small"
0.758310720152797,"All","small"
0.561007316953006,"All","small"
0.699542059527885,"All","small"
0.720462974938103,"All","small"
0.868018212103581,"All","small"
0.701586728682697,"All","small"
0.930926176163297,"All","small"
0.835042343218467,"All","small"
0.497887412629778,"All","small"
0.705162397372959,"All","small"
0.880440077075704,"All","small"
0.589216350229652,"All","small"
0.813699542683808,"All","small"
0.67657637614339,"All","small"
0.628961094191943,"All","small"
0.561297277053913,"All","small"
0.79238424305092,"All","small"
0.819133880306388,"All","small"
0.500980664199857,"All","small"
0.858771291953942,"All","small"
0.760140106382563,"All","small"
0.691670666036534,"All","small"
0.705236316772738,"All","small"
0.565402363688985,"All","small"
0.786282927035329,"All","small"
0.704429278783458,"All","small"
0.718691374664422,"All","small"
0.627603085433216,"All","small"
0.720988588252346,"All","small"
0.638530021402049,"All","small"
0.820308487589759,"All","small"
0.730885481424342,"All","small"
0.563187590130699,"All","small"
0.546151081282416,"All","small"
0.762862326161391,"All","small"
0.658472748882397,"All","small"
0.883083120058581,"All","small"
0.833689515620205,"All","small"
0.915397808245854,"All","small"
0.562986374616431,"All","small"
0.476498761049405,"All","small"
0.584319674967353,"All","small"
0.816409399106022,"All","small"
0.976003171081008,"All","small"
0.774486982739232,"All","small"
0.779995610526925,"All","small"
0.763627562966528,"All","small"
0.768921808497847,"All","small"
0.571304592775587,"All","small"
0.770440872454006,"All","small"
0.672186175631504,"All","small"
0.789196972845052,"All","small"
0.858658553741638,"All","small"
0.930442924337674,"All","small"
0.689608813458845,"All","small"
0.870841963670314,"All","small"
0.894507938042776,"All","small"
0.685790890295296,"All","small"
0.762397460301827,"All","small"
0.692997693834923,"All","small"
0.680170144626193,"All","small"
0.710267291705602,"All","small"
0.745153243195323,"All","small"
0.701805143908385,"All","small"
0.579804851519395,"All","small"
0.792286935698367,"All","small"
0.738765489788518,"All","small"
0.739925023528282,"All","small"
0.698457980596239,"All","small"
0.49182739114271,"All","small"
0.791209281322817,"All","small"
0.912324119162782,"All","small"
0.827561449434008,"All","small"
0.537758910032067,"All","small"
0.656427380730183,"All","small"
0.856040727422801,"All","small"
0.774767381116806,"All","small"
0.714225963125029,"All","small"
0.846972077926415,"All","small"
0.656355420533674,"All","small"
0.615381853304808,"All","small"
0.779664690120293,"All","small"
0.709099736316115,"All","small"
0.642224314769817,"All","small"
0.709157982950588,"All","small"
0.639538143764089,"All","small"
0.634831615603959,"All","small"
0.71399779718647,"All","small"
0.623366323428188,"All","small"
0.591602940550206,"All","small"
0.549515191124954,"All","small"
0.778599029113167,"All","small"
0.666168693238237,"All","small"
0.723005359539541,"All","small"
0.95516603260126,"All","small"
0.670315000880579,"All","small"
0.862097367223152,"All","small"
0.799301959676855,"All","small"
0.840796162755891,"All","small"
0.768709650754966,"All","small"
0.644695952663332,"All","small"
0.82284571893509,"All","small"
0.727559612220943,"All","small"
0.62436626381437,"All","small"
0.803260181199858,"All","small"
0.951370302517864,"All","small"
0.749918240088757,"All","small"
0.663582026531447,"All","small"
0.713074224592407,"All","small"
0.733875669478809,"All","small"
0.892225612510284,"All","small"
0.829145936103783,"All","small"
0.728799579452357,"All","small"
0.528992090616352,"All","small"
0.861316976528252,"All","small"
0.783629248252791,"All","small"
0.785375160401606,"All","small"
0.714980076898572,"All","small"
0.698085890049261,"All","small"
0.660152760883612,"All","small"
0.862263318579548,"All","small"
0.68673221957987,"All","small"
0.911859544827223,"All","small"
0.725769869128482,"All","small"
0.674687770624431,"All","small"
0.485869858949879,"All","small"
0.703744438052663,"All","small"
0.611642139361844,"All","small"
0.721582684061343,"All","small"
0.677297157258372,"All","small"
0.675914846848484,"All","small"
0.706901794654221,"All","small"
0.810208763222673,"All","small"
0.67279779258338,"All","small"
0.727602193877908,"All","small"
0.629479108948359,"All","small"
0.722373581092744,"All","small"
0.6763977770488,"All","small"
0.61569268009664,"All","small"
0.847875299155332,"All","small"
0.915000406647491,"All","small"
0.650956619150407,"All","small"
0.732160295115396,"All","small"
0.807895299918963,"All","small"
0.796597064533756,"All","small"
0.811013433072696,"All","small"
0.587517135999325,"All","small"
0.510146019472922,"All","small"
0.765779593634153,"All","small"
0.817901947264204,"All","small"
0.715013192280821,"All","small"
0.746626401706891,"All","small"
0.688320817556035,"All","small"
0.845217382572554,"All","small"
0.656377997012692,"All","small"
0.656301746685337,"All","small"
0.602091667263689,"All","small"
0.653226505560318,"All","small"
0.704191165344276,"All","small"
0.587367061043285,"All","small"
0.79156999531592,"All","small"
0.729091039240256,"All","small"
0.889603259243047,"All","small"
0.724107221697288,"All","small"
0.720902243513679,"All","small"
0.67987892624845,"All","small"
0.739619744761783,"All","small"
0.605932273471536,"All","small"
0.561892006271988,"All","small"
0.820809497880906,"All","small"
0.601612441384092,"All","small"
0.6513052637191,"All","small"
0.715804603435181,"All","small"
0.777810029200914,"All","small"
0.569412012059881,"All","small"
0.613169057823351,"All","small"
0.43560743350274,"All","small"
0.671693027150823,"All","small"
0.659301369919365,"All","small"
0.643701321103019,"All","small"
0.575933954466394,"All","small"
0.802934125764024,"All","small"
0.693120496686874,"All","small"
0.83256557123347,"All","small"
0.810327011150567,"All","small"
0.60013378533572,"All","small"
0.758006942287213,"All","small"
0.530334292833572,"All","small"
0.636730711520584,"All","small"
0.679575283184123,"All","small"
0.497625314646354,"All","small"
0.767797909171241,"All","small"
0.645933609427008,"All","small"
0.723970433007954,"All","small"
0.722020395865384,"All","small"
0.831317007384906,"All","small"
0.672431743382918,"All","small"
0.65004107162196,"All","small"
0.735275135628092,"All","small"
0.795375865107278,"All","small"
0.431561075020559,"All","small"
0.694900708754729,"All","small"
0.798827252921536,"All","small"
0.668127316500895,"All","small"
0.62198381146929,"All","small"
0.704067909185936,"All","small"
0.760377428030977,"All","small"
0.633803418642516,"All","small"
0.654348796655926,"All","small"
0.603664745760625,"All","small"
0.735113809621565,"All","small"
0.541243628096283,"All","small"
0.834324406515294,"All","small"
0.711124523246984,"All","small"
0.683508508765324,"All","small"
0.798500532099318,"All","small"
0.644981879222965,"All","small"
0.634532625758915,"All","small"
0.638975264884402,"All","small"
0.780823379842366,"All","small"
0.726093130931492,"All","small"
0.590841098468359,"All","small"
0.756883479721671,"All","small"
0.676091585088057,"All","small"
0.599902007692297,"All","small"
0.819726388029789,"All","small"
0.779802537823243,"All","small"
0.656476343579271,"All","small"
0.691398276925272,"All","small"
0.646472450252856,"All","small"
0.593209652878822,"All","small"
0.717579800304496,"All","small"
0.956433920856168,"All","small"
0.77491848223234,"All","small"
0.668512137351126,"All","small"
0.619371391484415,"All","small"
0.749634739298123,"All","small"
0.814125850609006,"All","small"
0.756309206891216,"All","small"
0.713831977065894,"All","small"
0.711098174490901,"All","small"
0.817792165535141,"All","small"
0.736888879558061,"All","small"
0.810995802101901,"All","small"
0.618839570424199,"All","small"
0.683457575692747,"All","small"
0.506243874295335,"All","small"
0.650819148915885,"All","small"
0.665860848753713,"All","small"
0.640111501033388,"All","small"
0.872481561602907,"All","small"
0.661088549042656,"All","small"
0.600235896871441,"All","small"
0.80752141805112,"All","small"
0.712384538064244,"All","small"
0.694499282566291,"All","small"
0.744549127442671,"All","small"
0.651151416089603,"All","small"
0.70445335618856,"All","small"
0.558835536826035,"All","small"
0.554610110031683,"All","small"
0.830368011769702,"All","small"
0.674684840615225,"All","small"
0.686540889911737,"All","small"
0.538947379183145,"All","small"
0.879958557996791,"All","small"
0.629453299330215,"All","small"
0.575101165788418,"All","small"
0.769878114225351,"All","small"
0.669562014300378,"All","small"
0.602349006537595,"All","small"
0.799162263006545,"All","small"
0.738343660250938,"All","small"
0.819656265671474,"All","small"
0.918855057874803,"All","small"
0.830112430960301,"All","small"
0.755034074832259,"All","small"
0.664639070849057,"All","small"
0.532130436267799,"All","small"
0.539016930790777,"All","small"
0.782923527595508,"All","small"
0.818078361738978,"All","small"
0.732877385103477,"All","small"
0.674113114791177,"All","small"
0.624763344107197,"All","small"
0.667339031607409,"All","small"
0.830795872433803,"All","small"
0.846823556691648,"All","small"
0.765746797717076,"All","small"
0.877029702932164,"All","small"
0.792187380063625,"All","small"
0.914606023924991,"All","small"
0.77340836177237,"All","small"
0.672350533206228,"All","small"
0.592846138452958,"All","small"
0.778858857189047,"All","small"
0.640372673533708,"All","small"
0.782629904828079,"All","small"
0.835142297665958,"All","small"
0.756777532013082,"All","small"
0.765595529415974,"All","small"
0.849649371936849,"All","small"
0.725638596516447,"All","small"
0.744135822785488,"All","small"
0.74816759074951,"All","small"
0.755462199661819,"All","small"
0.517585451771923,"All","small"
0.628675518867771,"All","small"
0.830958666951895,"All","small"
0.680218611669643,"All","small"
0.704170050998427,"All","small"
0.810020094403225,"All","small"
0.766422339191501,"All","small"
0.687930955218367,"All","small"
0.767296488789702,"All","small"
0.811553848421231,"All","small"
0.600850723808281,"All","small"
0.828268426050712,"All","small"
0.669713498525491,"All","small"
0.696459836710461,"All","small"
0.910203216068805,"All","small"
0.562913018578569,"All","small"
0.684458367351428,"All","small"
0.776045000077412,"All","small"
0.490923324266579,"All","small"
0.723094951047634,"All","small"
0.589165268972331,"All","small"
0.623431237470001,"All","small"
0.592573973055964,"All","small"
0.586377142925856,"All","small"
0.7172719567334,"All","small"
0.760122417937835,"All","small"
0.83273935595953,"All","small"
0.88093148658112,"All","small"
0.651072930403588,"All","small"
0.881456854034339,"All","small"
0.65702634656624,"All","small"
0.845188072809765,"All","small"
0.657137354334446,"All","small"
0.630789730053108,"All","small"
0.652105194099635,"All","small"
0.767404806548419,"All","small"
0.765825320576724,"All","small"
0.688405300818109,"All","small"
0.654868897029512,"All","small"
0.737502293526789,"All","small"
0.784848795306962,"All","small"
0.551873425492054,"All","small"
0.668944933182337,"All","small"
0.577952399868444,"All","small"
0.868531196895066,"All","small"
0.789615129687577,"All","small"
0.807363634000238,"All","small"
0.690437767414704,"All","small"
0.62653615046625,"All","small"
0.624107833678853,"All","small"
0.705735522361896,"All","small"
0.716921967109152,"All","small"
0.511454926844878,"All","small"
0.690410099788228,"All","small"
0.763931256984485,"All","small"
0.795025986310772,"All","small"
0.722300904308996,"All","small"
0.763788474938413,"All","small"
0.721925360286587,"All","small"
0.676098711999787,"All","small"
0.864308188537788,"All","small"
0.694516217787689,"All","small"
0.839436874903853,"All","small"
0.760630015054982,"All","small"
0.595691042286146,"All","small"
0.740769259037353,"All","small"
0.73569707553686,"All","small"
0.716492473168531,"All","small"
0.64552932546606,"All","small"
0.797865113942643,"All","small"
0.68592370371234,"All","small"
0.621507809722371,"All","small"
0.627738384194726,"All","small"
0.565803854463753,"All","small"
0.729330106985537,"All","small"
0.550873676367463,"All","small"
0.472120909377449,"All","small"
0.591354434978629,"All","small"
0.748419513001695,"All","small"
0.70444943654297,"All","small"
0.690317164086757,"All","small"
0.739466708874334,"All","small"
0.53964336875468,"All","small"
0.682196850870853,"All","small"
0.511896456153702,"All","small"
0.614640295837988,"All","small"
1.03345640677165,"All","small"
0.513837294084156,"All","small"
0.621387133972357,"All","small"
0.665643701779804,"All","small"
0.792182839583846,"All","small"
0.66802259540376,"All","small"
0.795581822310591,"All","small"
0.841343783510594,"All","small"
0.708200250149251,"All","small"
0.783483723831815,"All","small"
0.754030403456566,"All","small"
0.819016159791626,"All","small"
0.82990482711248,"All","small"
0.769975626985646,"All","small"
0.712897350483948,"All","small"
0.780516400355113,"All","small"
0.682972532069719,"All","small"
0.739904930111213,"All","small"
0.82915791204316,"All","small"
0.77796671651152,"All","small"
0.899372092635409,"All","small"
0.62680251526447,"All","small"
0.738882519138123,"All","small"
0.618486420267086,"All","small"
0.65656175776086,"All","small"
0.608252885348122,"All","small"
0.71858123551282,"All","small"
0.801112451577007,"All","small"
0.612229343726216,"All","small"
0.725649570412819,"All","small"
0.813708718245712,"All","small"
0.604054111997011,"All","small"
