"stickiness","agent","network"
1.03215097667551,"All","lattice"
0.66742607000482,"All","lattice"
0.902388805223784,"All","lattice"
0.656901927816948,"All","lattice"
0.823688143754666,"All","lattice"
0.902225865996077,"All","lattice"
0.643396773336597,"All","lattice"
0.791356123556693,"All","lattice"
0.704756653843489,"All","lattice"
0.713687022209563,"All","lattice"
0.699938830167655,"All","lattice"
1.29462119042767,"All","lattice"
1.02561843385426,"All","lattice"
0.779057667734142,"All","lattice"
0.795974329768797,"All","lattice"
0.862652879017133,"All","lattice"
0.576814192448897,"All","lattice"
0.818723743080347,"All","lattice"
0.731547660786723,"All","lattice"
0.901969419428819,"All","lattice"
0.929100858515781,"All","lattice"
0.752669437833215,"All","lattice"
0.761333524537149,"All","lattice"
0.700269660703925,"All","lattice"
0.654646562425444,"All","lattice"
0.566626086489987,"All","lattice"
0.738274433388078,"All","lattice"
1.05660566051782,"All","lattice"
0.745946504799454,"All","lattice"
0.828667550590062,"All","lattice"
1.06007627496144,"All","lattice"
0.951662164412974,"All","lattice"
0.911854753903268,"All","lattice"
1.02032597988929,"All","lattice"
0.870184343989083,"All","lattice"
0.990836878934985,"All","lattice"
1.00117111247058,"All","lattice"
0.809947050810167,"All","lattice"
0.946001677777201,"All","lattice"
0.922623118723462,"All","lattice"
0.886941097527679,"All","lattice"
0.642352082945265,"All","lattice"
0.822692598848793,"All","lattice"
0.914452130629818,"All","lattice"
0.859172429072946,"All","lattice"
0.880434957459985,"All","lattice"
0.95060684583182,"All","lattice"
0.576014703941011,"All","lattice"
0.978429795922616,"All","lattice"
0.884190237739038,"All","lattice"
0.820029415200423,"All","lattice"
0.866733126829146,"All","lattice"
0.895575605515944,"All","lattice"
0.836988340336265,"All","lattice"
0.894443824763159,"All","lattice"
0.797880677998247,"All","lattice"
0.89049842362102,"All","lattice"
1.0224360161536,"All","lattice"
0.780517721929252,"All","lattice"
0.619679360589642,"All","lattice"
0.847870948215343,"All","lattice"
0.799352392476255,"All","lattice"
0.871240657929648,"All","lattice"
0.66419140840635,"All","lattice"
0.776502310836979,"All","lattice"
0.981566862807214,"All","lattice"
0.551175681775742,"All","lattice"
0.797390339785104,"All","lattice"
0.704679867162376,"All","lattice"
0.782795921138133,"All","lattice"
0.773412498159713,"All","lattice"
0.744368573442616,"All","lattice"
0.873992164955119,"All","lattice"
0.86788003176685,"All","lattice"
1.0810740026405,"All","lattice"
0.707048468048033,"All","lattice"
0.789240590856956,"All","lattice"
0.438969532280027,"All","lattice"
0.839457842883597,"All","lattice"
1.08276436267245,"All","lattice"
0.853775266027273,"All","lattice"
0.694844967961008,"All","lattice"
0.645645447271553,"All","lattice"
0.877166185595594,"All","lattice"
0.88292293063404,"All","lattice"
1.01145332382602,"All","lattice"
1.09839318226901,"All","lattice"
0.876896834349425,"All","lattice"
0.986701196036263,"All","lattice"
1.03445637870782,"All","lattice"
0.805985272035102,"All","lattice"
0.838219582093441,"All","lattice"
1.14038062300815,"All","lattice"
0.769852124449968,"All","lattice"
0.953554014559647,"All","lattice"
0.886360655550145,"All","lattice"
0.709304963335121,"All","lattice"
0.939410455772753,"All","lattice"
0.887768547261935,"All","lattice"
0.723528857972286,"All","lattice"
0.831331566959946,"All","lattice"
0.736213949197004,"All","lattice"
1.12042290563487,"All","lattice"
0.861055052230988,"All","lattice"
0.99057221249511,"All","lattice"
0.9677682129584,"All","lattice"
0.75552014679422,"All","lattice"
0.786337301747145,"All","lattice"
0.742639976253099,"All","lattice"
1.07281069003774,"All","lattice"
1.29592061815078,"All","lattice"
1.20980557519012,"All","lattice"
0.850163036381351,"All","lattice"
0.957184145139597,"All","lattice"
0.836553725351256,"All","lattice"
0.864910364859579,"All","lattice"
0.850666316178266,"All","lattice"
0.795453277006432,"All","lattice"
0.853740478910298,"All","lattice"
0.821387350312231,"All","lattice"
0.794661504088235,"All","lattice"
0.742962281906858,"All","lattice"
1.00591424736172,"All","lattice"
0.755987066093136,"All","lattice"
0.819172311877862,"All","lattice"
0.905562769483518,"All","lattice"
0.752869357053143,"All","lattice"
0.742768478415978,"All","lattice"
0.713043342661948,"All","lattice"
0.936609060848919,"All","lattice"
0.769874973793873,"All","lattice"
0.696490840998593,"All","lattice"
0.8328711723034,"All","lattice"
0.644831505702402,"All","lattice"
0.788994069276257,"All","lattice"
1.12540448590942,"All","lattice"
0.786839625643515,"All","lattice"
0.789844481439973,"All","lattice"
0.400471576480873,"All","lattice"
0.697476378430446,"All","lattice"
0.882296978197529,"All","lattice"
0.955755155053141,"All","lattice"
0.824989066323313,"All","lattice"
0.80653242596448,"All","lattice"
0.773608943744103,"All","lattice"
1.12519403197459,"All","lattice"
0.869386925019508,"All","lattice"
0.491263272558165,"All","lattice"
0.848438413160017,"All","lattice"
1.127546592424,"All","lattice"
1.03430332795005,"All","lattice"
0.835666017124303,"All","lattice"
0.830784124321556,"All","lattice"
1.23435236833079,"All","lattice"
0.957535043153407,"All","lattice"
0.928424379822312,"All","lattice"
0.887254264714338,"All","lattice"
0.987977077869088,"All","lattice"
0.912371236107793,"All","lattice"
0.766003974858649,"All","lattice"
0.776789651986366,"All","lattice"
0.817946152925444,"All","lattice"
0.880298166190697,"All","lattice"
0.925290283652839,"All","lattice"
0.711589790561028,"All","lattice"
0.777404268127793,"All","lattice"
0.680266025487567,"All","lattice"
0.655387582855858,"All","lattice"
0.783356333073479,"All","lattice"
0.899325681743295,"All","lattice"
0.736422526388767,"All","lattice"
0.671350033707152,"All","lattice"
0.615391327407869,"All","lattice"
0.847654990928976,"All","lattice"
0.714591973774219,"All","lattice"
0.836920925531141,"All","lattice"
0.723876343149692,"All","lattice"
0.875151106611424,"All","lattice"
1.17603220463893,"All","lattice"
0.961912572036438,"All","lattice"
0.753932715257421,"All","lattice"
0.563948700694112,"All","lattice"
0.956359350831128,"All","lattice"
0.686915323203498,"All","lattice"
0.742164420611274,"All","lattice"
0.660666229249625,"All","lattice"
1.01258772426513,"All","lattice"
0.841517621557618,"All","lattice"
0.472393405132531,"All","lattice"
0.86688244018666,"All","lattice"
0.913718602707285,"All","lattice"
0.857238834827009,"All","lattice"
0.921606053403274,"All","lattice"
0.90145426268665,"All","lattice"
0.863269708127337,"All","lattice"
0.658603933525523,"All","lattice"
1.05981684718902,"All","lattice"
0.972989560664976,"All","lattice"
1.08278860637997,"All","lattice"
0.709263284552089,"All","lattice"
0.779020408210567,"All","lattice"
1.14039405616876,"All","lattice"
0.71139204181706,"All","lattice"
0.879411885157379,"All","lattice"
0.717505243820078,"All","lattice"
1.03348362032694,"All","lattice"
0.626404443973386,"All","lattice"
0.887434977707376,"All","lattice"
0.979318859457839,"All","lattice"
1.11259682539846,"All","lattice"
0.837553633335736,"All","lattice"
0.860028295125451,"All","lattice"
0.837140566357652,"All","lattice"
0.827666691765059,"All","lattice"
0.715816638399307,"All","lattice"
0.887683600897479,"All","lattice"
0.774662142850601,"All","lattice"
1.04778266408715,"All","lattice"
0.672115601806991,"All","lattice"
0.813257938071113,"All","lattice"
0.717076583233546,"All","lattice"
0.759567953237214,"All","lattice"
0.945421895782978,"All","lattice"
0.847115637950007,"All","lattice"
0.734508473161153,"All","lattice"
0.942113465463741,"All","lattice"
0.837922113353425,"All","lattice"
0.648950779503243,"All","lattice"
0.846280942433442,"All","lattice"
0.91906070311035,"All","lattice"
0.554197364368409,"All","lattice"
0.828219674797266,"All","lattice"
0.992518772314142,"All","lattice"
0.908649925955111,"All","lattice"
0.925959442557151,"All","lattice"
0.946580840300948,"All","lattice"
0.904919639064158,"All","lattice"
0.953497596886701,"All","lattice"
0.95908760208955,"All","lattice"
0.631520327572006,"All","lattice"
1.1895919284164,"All","lattice"
0.911402285093308,"All","lattice"
1.04593698515622,"All","lattice"
1.00912739441915,"All","lattice"
0.970439248594903,"All","lattice"
0.76016850316124,"All","lattice"
0.587347407949899,"All","lattice"
0.764025896883916,"All","lattice"
0.886635057207474,"All","lattice"
0.656868997932694,"All","lattice"
0.683830273234523,"All","lattice"
0.691848089130189,"All","lattice"
0.73593277612655,"All","lattice"
0.884332760353809,"All","lattice"
0.701639906436029,"All","lattice"
0.882450325472762,"All","lattice"
0.885538594729714,"All","lattice"
0.790158307267753,"All","lattice"
1.02065707924404,"All","lattice"
0.723846164107093,"All","lattice"
0.956895750976338,"All","lattice"
0.854604642651265,"All","lattice"
0.766547966294981,"All","lattice"
0.814789240811742,"All","lattice"
0.945382379478528,"All","lattice"
1.11160084539761,"All","lattice"
0.924561115360214,"All","lattice"
0.813509178988163,"All","lattice"
0.790280787539195,"All","lattice"
0.994145505727071,"All","lattice"
0.971309982709817,"All","lattice"
0.826063585242126,"All","lattice"
1.02070439274709,"All","lattice"
0.946195934901103,"All","lattice"
0.81954543022941,"All","lattice"
0.84443957784206,"All","lattice"
1.0069282572148,"All","lattice"
1.04773516890823,"All","lattice"
0.548545686462687,"All","lattice"
0.735754508602575,"All","lattice"
0.97652744337597,"All","lattice"
0.862571329352658,"All","lattice"
1.07193822485126,"All","lattice"
0.892345997956399,"All","lattice"
0.647245799024561,"All","lattice"
0.947934016988974,"All","lattice"
0.792259198254509,"All","lattice"
1.02540837229462,"All","lattice"
0.888078153188722,"All","lattice"
0.922455328963175,"All","lattice"
0.871850576508259,"All","lattice"
0.625463892323304,"All","lattice"
0.999901213663868,"All","lattice"
0.895115890153713,"All","lattice"
0.856808701410095,"All","lattice"
0.848935362902949,"All","lattice"
1.12062433050309,"All","lattice"
1.10776940629534,"All","lattice"
0.608777196151859,"All","lattice"
0.563509223745154,"All","lattice"
0.750128780791697,"All","lattice"
0.668865043323035,"All","lattice"
0.672485038943025,"All","lattice"
0.857606510360712,"All","lattice"
0.871997820462093,"All","lattice"
0.824558841686295,"All","lattice"
0.677170896526921,"All","lattice"
0.638342436066834,"All","lattice"
0.944526822231387,"All","lattice"
0.961157224386828,"All","lattice"
0.657077757605711,"All","lattice"
0.956938119432536,"All","lattice"
1.13772754766291,"All","lattice"
0.976157617251373,"All","lattice"
0.726964789515778,"All","lattice"
0.751019173398977,"All","lattice"
0.643317357511514,"All","lattice"
0.970678869165784,"All","lattice"
0.979411181436068,"All","lattice"
0.696295330031728,"All","lattice"
0.621434597781522,"All","lattice"
0.758448488195221,"All","lattice"
0.823908640014224,"All","lattice"
0.763624697567801,"All","lattice"
0.980866454009529,"All","lattice"
0.85491937934247,"All","lattice"
0.992230092127674,"All","lattice"
0.692707987674178,"All","lattice"
1.00323913592538,"All","lattice"
1.00161577266417,"All","lattice"
0.707652577516342,"All","lattice"
0.726480426081768,"All","lattice"
0.880122492938497,"All","lattice"
0.614895870235716,"All","lattice"
0.720851168784502,"All","lattice"
0.842130144965666,"All","lattice"
1.20878441331059,"All","lattice"
0.509983970677541,"All","lattice"
0.847427032452768,"All","lattice"
0.757935657744596,"All","lattice"
1.0822382133031,"All","lattice"
0.956110050061675,"All","lattice"
0.772061379124822,"All","lattice"
0.963884403313176,"All","lattice"
0.937301253727464,"All","lattice"
0.589444270556267,"All","lattice"
0.882338756685221,"All","lattice"
0.843082492143505,"All","lattice"
0.950243085142423,"All","lattice"
0.794978701865237,"All","lattice"
0.991717006235645,"All","lattice"
0.842565591786996,"All","lattice"
0.901909452016405,"All","lattice"
1.0599700796588,"All","lattice"
0.745681196952933,"All","lattice"
0.858342193377592,"All","lattice"
0.744891272023226,"All","lattice"
0.946618787715986,"All","lattice"
0.891182629230623,"All","lattice"
1.0308302757031,"All","lattice"
0.689238579163109,"All","lattice"
0.936623566108361,"All","lattice"
0.808769039638478,"All","lattice"
0.742824985966032,"All","lattice"
0.97450509824012,"All","lattice"
0.843638749806432,"All","lattice"
0.767436498417933,"All","lattice"
0.93571360589788,"All","lattice"
0.5700170564569,"All","lattice"
1.07023471398954,"All","lattice"
0.94951904046118,"All","lattice"
0.888832824252999,"All","lattice"
0.924412611758088,"All","lattice"
0.829172386105184,"All","lattice"
0.809224173819991,"All","lattice"
0.929881213802864,"All","lattice"
0.930446336990985,"All","lattice"
0.739866122342426,"All","lattice"
1.08411532501359,"All","lattice"
0.924663297437173,"All","lattice"
0.87793603920527,"All","lattice"
0.721285068011923,"All","lattice"
0.732548304792344,"All","lattice"
0.828476534400966,"All","lattice"
0.873886702732901,"All","lattice"
0.800515972113347,"All","lattice"
0.876172688056736,"All","lattice"
0.824313550180761,"All","lattice"
0.989876827257209,"All","lattice"
0.873542361021448,"All","lattice"
0.765841447438406,"All","lattice"
0.677630536049,"All","lattice"
0.801015275073924,"All","lattice"
0.720237570466589,"All","lattice"
0.741796994225137,"All","lattice"
0.903691721145371,"All","lattice"
0.841153881440026,"All","lattice"
0.979634279202337,"All","lattice"
0.666303118522444,"All","lattice"
0.769359330691474,"All","lattice"
0.750106322611186,"All","lattice"
1.07140212147955,"All","lattice"
1.11720858274066,"All","lattice"
0.854830620863994,"All","lattice"
0.792220801709433,"All","lattice"
1.04741835908104,"All","lattice"
0.784716572889106,"All","lattice"
0.773766628400974,"All","lattice"
0.914289177466614,"All","lattice"
0.949862149865927,"All","lattice"
0.679723069060708,"All","lattice"
1.13626636059509,"All","lattice"
1.01541477421977,"All","lattice"
0.659936644306487,"All","lattice"
1.07125839143442,"All","lattice"
0.744425203908872,"All","lattice"
0.72329225965751,"All","lattice"
0.819509453698537,"All","lattice"
0.940879227443823,"All","lattice"
0.96439300096387,"All","lattice"
0.932035597372341,"All","lattice"
0.896000681094342,"All","lattice"
0.840738001254101,"All","lattice"
0.938042579679544,"All","lattice"
0.701678316960468,"All","lattice"
0.854821957134862,"All","lattice"
0.908996883782449,"All","lattice"
0.72928363968853,"All","lattice"
0.651348862083798,"All","lattice"
1.00416615529178,"All","lattice"
0.933972286456637,"All","lattice"
0.791447670017394,"All","lattice"
0.998899487427967,"All","lattice"
1.18732443407682,"All","lattice"
1.02443302880875,"All","lattice"
0.745859535177213,"All","lattice"
0.928907290899931,"All","lattice"
0.851058228233666,"All","lattice"
0.624398481334407,"All","lattice"
1.22239491372358,"All","lattice"
0.999517236522245,"All","lattice"
0.764557474828301,"All","lattice"
0.595549322021603,"All","lattice"
1.02326235408057,"All","lattice"
0.742674012935498,"All","lattice"
1.17456940610004,"All","lattice"
0.861474804066745,"All","lattice"
0.932873647314176,"All","lattice"
0.872987965442823,"All","lattice"
1.12311827418745,"All","lattice"
0.822771607164364,"All","lattice"
0.754200886883426,"All","lattice"
0.788647908029736,"All","lattice"
0.838665767428256,"All","lattice"
0.978904526027373,"All","lattice"
0.850625014513297,"All","lattice"
0.519780620396054,"All","lattice"
0.830165621595254,"All","lattice"
1.0460362405522,"All","lattice"
0.661118919380118,"All","lattice"
0.704285891215161,"All","lattice"
0.66747387277743,"All","lattice"
0.813852824390986,"All","lattice"
0.524451337695309,"All","lattice"
0.679178831040751,"All","lattice"
1.00641992814034,"All","lattice"
1.0254283700311,"All","lattice"
0.918560880938345,"All","lattice"
0.95972857656728,"All","lattice"
1.00590836987136,"All","lattice"
0.888073244448607,"All","lattice"
0.98072342149674,"All","lattice"
0.838582939252558,"All","lattice"
0.697681244092249,"All","lattice"
0.901840549755883,"All","lattice"
0.952451482317308,"All","lattice"
1.00662240568631,"All","lattice"
0.748740194092341,"All","lattice"
0.62924019328998,"All","lattice"
0.888171448795536,"All","lattice"
0.872553247227236,"All","lattice"
1.05720720412704,"All","lattice"
0.814685149764617,"All","lattice"
0.783951072235929,"All","lattice"
0.821232804603326,"All","lattice"
0.931574039248855,"All","lattice"
0.806359819244947,"All","lattice"
0.938559302194691,"All","lattice"
1.04791963470045,"All","lattice"
0.717443580358529,"All","lattice"
1.00051573968146,"All","lattice"
1.19631189876134,"All","lattice"
1.18630300323011,"All","lattice"
0.816753148492926,"All","lattice"
0.57168550022711,"All","lattice"
0.719898570356111,"All","lattice"
0.885038504082981,"All","lattice"
0.908365021057113,"All","lattice"
0.716297654163009,"All","lattice"
0.731029426114636,"All","lattice"
0.779611201945522,"All","lattice"
0.892953739634663,"All","lattice"
1.10468736098782,"All","lattice"
0.768104737637005,"All","lattice"
0.825879184582432,"All","lattice"
1.09835349325186,"All","lattice"
1.16740630383177,"All","lattice"
0.760501060377391,"All","lattice"
0.862353087240468,"All","lattice"
1.06085724037587,"All","lattice"
0.81733628533796,"All","lattice"
1.05526263988565,"All","lattice"
0.705784623889311,"All","lattice"
1.06276721474684,"All","lattice"
0.918839386017908,"All","lattice"
0.702853522319948,"All","lattice"
0.778531457272567,"All","lattice"
0.745058882822282,"All","lattice"
0.890887834100035,"All","lattice"
0.585538278015373,"All","lattice"
0.780225226479788,"All","lattice"
0.520227305085966,"All","lattice"
0.806812942481606,"All","lattice"
0.828289888522595,"All","lattice"
1.12666475110993,"All","lattice"
0.898847131722077,"All","lattice"
0.835640308828736,"All","lattice"
0.649590909825594,"All","lattice"
1.11041386948236,"All","lattice"
0.89073260796688,"All","lattice"
0.669987419269333,"All","lattice"
0.863386870408675,"All","lattice"
0.830002184474267,"All","lattice"
0.799386354746986,"All","lattice"
1.01091088009908,"All","lattice"
0.40875583560011,"All","lattice"
1.06410391946831,"All","lattice"
0.661677193466038,"All","lattice"
0.748901093611882,"All","lattice"
0.521133549116671,"All","lattice"
1.10188662382255,"All","lattice"
0.855694445998381,"All","lattice"
0.455261385336166,"All","lattice"
0.633263814889558,"All","lattice"
0.887528891945665,"All","lattice"
0.820227110330334,"All","lattice"
0.773266079204103,"All","lattice"
1.08949783474613,"All","lattice"
0.703661708033388,"All","lattice"
0.676534052074345,"All","lattice"
0.977956341897756,"All","lattice"
0.999227801711574,"All","lattice"
0.635525088149332,"All","lattice"
0.737590928493567,"All","lattice"
0.836909096951102,"All","lattice"
0.871174585434448,"All","lattice"
0.81238615119412,"All","lattice"
0.780455422676369,"All","lattice"
0.629818310293086,"All","lattice"
0.753050011701523,"All","lattice"
0.856673271105308,"All","lattice"
0.57187357020255,"All","lattice"
0.754012432232512,"All","lattice"
0.868746451047758,"All","lattice"
1.10436212748858,"All","lattice"
0.944511918949027,"All","lattice"
1.06707425701517,"All","lattice"
0.829784588427034,"All","lattice"
0.681613223938844,"All","lattice"
1.14649401763551,"All","lattice"
0.776963471691937,"All","lattice"
0.949806724532878,"All","lattice"
0.434794278846969,"All","lattice"
0.99578263556331,"All","lattice"
0.796629673501879,"All","lattice"
1.12028424790629,"All","lattice"
0.640430996613581,"All","lattice"
0.626032930754625,"All","lattice"
0.774716958145296,"All","lattice"
1.15419053228622,"All","lattice"
0.679855443184499,"All","lattice"
0.677690492453997,"All","lattice"
0.91620981229564,"All","lattice"
0.691131558433039,"All","lattice"
0.782349169428311,"All","lattice"
0.812332222026238,"All","lattice"
0.674128475590792,"All","lattice"
0.832575927818762,"All","lattice"
0.573722493720359,"All","lattice"
1.07025967177534,"All","lattice"
0.77337570697392,"All","lattice"
1.08766301765571,"All","lattice"
1.13097526696422,"All","lattice"
0.741403430155907,"All","lattice"
1.08005120873546,"All","lattice"
0.909541626520558,"All","lattice"
1.00963450666422,"All","lattice"
0.837731034296041,"All","lattice"
0.835632661492724,"All","lattice"
0.884917599029628,"All","lattice"
0.880392920379278,"All","lattice"
0.803609109125184,"All","lattice"
0.843123421190806,"All","lattice"
0.52535196125044,"All","lattice"
0.899839224184308,"All","lattice"
0.635808041323752,"All","lattice"
0.968844428398672,"All","lattice"
0.908718636565784,"All","lattice"
0.712530484449719,"All","lattice"
0.821843083276266,"All","lattice"
0.946141648760564,"All","lattice"
0.916759927840144,"All","lattice"
0.967881476823939,"All","lattice"
0.95612538189055,"All","lattice"
0.895819368626114,"All","lattice"
0.744419103000584,"All","lattice"
0.966159158575657,"All","lattice"
0.83810167188082,"All","lattice"
1.03587508067019,"All","lattice"
0.903656607825661,"All","lattice"
0.831924630022504,"All","lattice"
0.619684385404507,"All","lattice"
0.704924666959924,"All","lattice"
0.83977942182336,"All","lattice"
0.687293165682672,"All","lattice"
0.692366341197255,"All","lattice"
0.903335151278051,"All","lattice"
1.10079815084303,"All","lattice"
0.717185458618753,"All","lattice"
0.555070048292163,"All","lattice"
0.645253075990623,"All","lattice"
0.652175079019858,"All","lattice"
0.956056103103587,"All","lattice"
0.93598064019274,"All","lattice"
0.774905768182728,"All","lattice"
0.584365655315541,"All","lattice"
0.806344863548871,"All","lattice"
0.664733928470205,"All","lattice"
0.783805215391425,"All","lattice"
1.05841554195073,"All","lattice"
1.07717482067707,"All","lattice"
